en,ngiemboon
functional,lekÿò
dejection,mapúɔ
luminescence,lesìe
dread,cÿɔ̀ʼ
disunited,éshʉa
fall,éfwɔʼ
food shortage,gwáŋa
cut through,éféŋe
rabbit,làpêŋ
stag,manáŋ
roleplay,ḿbele
joyfulness,lekág
raise,éséʼe
interbreeding,éféŋe
sp. tree,lelùb
occlusion,letyě
stigmatize,lyéen
felicitation,lesǐe
set about,ésíʼi
operate,lekÿò
running game,lekÿò
child's play,ḿbele
trip-up,éfeŋe
dispatch,ésyag
disgorge,éfwɔʼ
deflexion,gÿáte
boldness,legɔʼ
plenty,lelèŋ
sporting lady,kwàlà
dry,ḿbeen
find out,éshʉ́
meet,ḿbele
tout,éfÿág
harry,gwáʼa
make believe,éshʉ́
swellhead,kíkim
play,legÿò
nose drops,lefàŋ
junk,kʉ̀ŋe
differentiate,lyéen
stretch along,éseŋe
swimming,mápye
go wrong,éfɔ́d
turn back,letyě
hold,éshʉ́
special K,gʉ̀me
tumid,ésɔgɔ
have,lezyé
basketful,kánzà
get,lekẅé
perforate,éshʉʼ
mental test,lèŋte
get even,ḿbéŋe
day,lyɛ̌ʼ
vanquish,kèpàg
groovy,maŋáʼ
Patrick White,fɔ́gɔ
transversal,ḿbéŋe
deflection,gÿáte
papaya tree,lÿɔ́b
handgrip,lelíb
purge,ésẅág
igniter,kyɛ̀ʼ
stupefying,lÿɔgɔ
fall guy,lyéen
variety,gwàte
railroad tie,kwɛ̀ɛ
lowly,gígyé
military personnel,katúʼ
sport,ḿbele
steady down,leŋaŋ
distill,ésẅág
represent,ḿbele
pour forth,éfwɔʼ
feathering,leffo
liberate,éfÿɛ́
twenty-four hour period,lyɛ̌ʼ
float,mánáŋ
African tulip tree,mafúʼ
gambol,ḿbele
arcminute,gígyé
brain,legye
charming,lekàŋ
unmatched,mákyè
execute,lekÿò
severe,lesẅì
pregnant woman who makes her unborn child disappear by spiritual means,jÿɔ̀ʼ
roach,mbèpà
certain,etsɔ́
risen from the dead,lezím
society,késiŋ
stretch out,éseŋe
fat,éfÿɛ́
go wrong,éshwo
green,gʉ̀me
poor fish,éfege
murder,ésyag
resplendency,legúʼ
decoration,legyé
chicane,fʉ̀te
bumble,éfÿág
decade,legém
sawbuck,lÿóon
lay down,éshʉ́
be transformed,ésele
compensate,ḿbéen
betoken,letÿǒ
small,gígyé
fetish,cÿɔ̀b
tell,lekid
skin,lekùɔ
wing,lepab
back,lepwó
scrap,kʉ̀ŋe
stimulate,éshʉ́
spillway,éfwɔʼ
come after,éfele
evoke,éséʼe
dolt,éfege
degree,éfʉ́e
baffle,éféŋe
collecting,cùbte
shoemaker’s needle,lesɔb
potentiometer,lekʉŋ
break open,éshʉa
surmount,kègte
breadbasket,májÿò
guide,lekÿò
fuzz,lenoŋ
faeces,mapúɔ
lady's-finger,gegàŋ
smash,ésyag
sizing,legúʼ
flannel,fɔ́gɔ
aim,letÿǒ
mother who’s breastfeeding her baby,mápfò
miscellany,gwàte
intelligence agency,legye
fulfil,cúʼtè
get to,ḿbége
raise,ésɔgɔ
preserve,ésíle
ken,lelèŋ
vacillation,máleŋ
track,ḿbéŋe
frigid,fÿɔ́g
ball,lepum
smooth out,éshʉŋ
stigmatise,lyéen
genuflect,lekùa
closure,letyě
cast,ésóon
redeem,ésíle
give,ḿbéen
dot,éfʉ́e
potbelly,lekʉŋ
muddle,lepÿé
motorcar,matûa
terminus,cʉ̀me
pain,ḿbége
pride,maŋáʼ
k. condiment,málem
fizz,fèfùʼ
dogged,léláa
reversal,éfÿág
turn over,ésele
pebble,kwáʼa
come across,éshʉ́
rubbish,kʉ̀ŋe
foam,fùfùʼ
nock,lyéen
lay aside,ésíle
cross,lyéen
reverse,ésele
sewer,cÿòon
guide,éfʉ́e
nerve,legɔʼ
revenue stamp,ésóon
throwing away,ésɔɔn
stomp,ésóon
wedge,gÿàŋa
slip up,éfeŋe
case,kèpàg
tally,ésyag
laze around,ḿbeen
designate,éfʉ́e
reverence,cÿɔ̀ʼ
note,lyéen
genius,legye
act,legÿò
illuminate,kyɛ̀ʼ
finish,letyě
routine,masáŋ
payer,mbèen
navel,letoŋ
toss,lepwó
crabby,ḿbéŋe
ill-use,éfáte
abdomen,májÿò
public executioner,fèffò
k. condiment from bark,lélum
bird tail feather,letoŋ
sort,éfege
imitation,lèŋte
keep open,ésíle
get,éshʉ́
executioner,fèffò
sp. aerial yam,letúʼ
construct,éshʉ́
obtain,lekẅé
hybridization,éféŋe
gain,ésyag
pot,lelèŋ
prohibitionist,ḿbeen
belittled,gígyé
block off,letyě
begin,ésíʼi
charge,éfʉ́e
grumpy,ḿbéŋe
lid,cÿɔ̀ʼ
mean solar day,lyɛ̌ʼ
intertwine,éfʉŋe
k. cultural dance,kɔ̀ɔn
slew,lelèŋ
throw out,ésɔɔn
become poorer,éfÿag
refuse,kʉ̀ŋe
lye,lekyě
ancestor,leŋaŋ
descry,manáŋ
smack,lefàŋ
figure,masáŋ
shove off,éfÿág
pretend,éshʉ́
campaign,lekÿò
traction,ésẅɛ́
peerless,mákyè
feed,lekÿò
care,kẅétè
crown of thorns,éféŋe
fill out,éfÿɛ́
cold,fÿɔ́g
go down on,ésẅíe
be funny,ḿbéen
railway car,matûa
form bubbles,fèfùʼ
mark,lyéen
termite mound,gÿàŋa
kibosh,letyě
last,letwó
walk,legúa
fiddle,ḿbele
Andrew D. White,fɔ́gɔ
fuss,mameŋ
hybridisation,ḿbéŋe
come up,lekùɔ
trial,lèŋte
hit,ésyag
mess up,éfÿág
strike out,lyéen
smooth,éshʉŋ
superbia,fómtè
research,lefàʼ
cease,letyě
plate,kèpàg
field goal,kánzà
soupcon,ésíle
take a leak,éshʉ́
clear,éshʉ́
realise,éshʉ́
tear up,éshʉa
break,éshʉa
horse cavalry,lÿóon
staggering,lÿɔgɔ
sizing,lefáŋ
lighter,kyɛ̀ʼ
discourse,cÿɔ́g
pile up,ḿbéle
complement,kẅìʼi
discriminate,éfege
off,ésyag
counter,ḿbéŋe
riposte,ḿbéŋe
cat valium,gʉ̀me
clamber,ésẅiŋ
discharge,fɔ̀gɔ
hour,gígyé
vaunt,éfÿág
go steady,éshʉ́
hoop,kèkàg
batch,lekʉŋ
be adrift,mánáŋ
conk out,éfɔ́d
compass point,éfʉ́e
Bellow,lesɔg
boat,lánzì
percentage point,éfʉ́e
cause,éshʉ́
theme,leŋaŋ
economise,ésíle
argufy,lekùɔ
earnings,lekÿò
come back,ḿbéŋe
photo’s development,lepóm
apprehension,ésíle
pointedness,éfʉ́e
golf shot,máleŋ
wind,lezẅé
pronounce,lekid
hassle,ḿbége
smithy,lɔ̀ɔn
Prunella modularis,cúkwɛ
voodoo,cÿɔ̀b
toss away,ésɔɔn
bump,éfÿág
twinge,ésíle
base on balls,legúa
chevy,éséʼe
whiteness,fɔ́gɔ
verruca,lezse
blight,gwáʼa
Edward White,fɔ́gɔ
White person,fɔ́gɔ
deal,lelíb
hedge sparrow,cúkwɛ
thunder,lefàŋ
pull through,ésíle
pay,ḿbéen
haircloth,lenoŋ
crossbreeding,éféŋe
Abelmoschus esculentus,gegàŋ
gunpoint,éfʉ́e
tick,lyéen
flush it,éfɔ́d
locution,lekid
heap,lekʉŋ
kola nut,lepfo
foul up,éfÿág
span,ḿbéŋe
inscribe,lesẅì
connect,kwɛ̀ɛ
bark,ésẅiŋ
journey,legìŋ
I,mákyè
booster,gíyɛʼ
muckle,lelèŋ
cover,éféŋe
departure,kúbte
common,gʉ̀me
unripened,gʉ̀me
give,éshʉ́
boss,ésóon
spiny amaranth,fólóŋ
escort,éshʉ́
sure,atsɔ̌
chump,lyéen
bind,kwɛ̀ɛ
freshness,lesìe
stretch,éseŋe
fight,kʉ̀ŋe
mass,lelèŋ
enunciate,lekid
drum,káasè
snowy,fɔ́gɔ
quench your thirst,ésẅág
rootle,leŋaŋ
lay off,letyě
clutch,ésẅɛ́
traveling bag,ésẅɛ́
flounder,lÿɔgɔ
livid,fɔ́gɔ
examination,lèŋte
cavalry,lÿóon
anthill,foffó
sweep,éféŋe
shit,éshʉ́
difference,fègte
scale,kàpàg
manoeuver,letÿǒ
corporation,lekʉŋ
do,legÿò
potful,lekʉŋ
infliction,ḿbége
enumerate,masáŋ
suffer,cúʼtè
set,lyéen
frigid,fáʼtè
sawing machine,éshʉ́
trash,kʉ̀ŋe
channelise,éfʉ́e
combat,kʉ̀ŋe
look,éshʉ́
identification number,masáŋ
eggs,lepum
adhesive friction,ésẅɛ́
whisk,ésyag
bat an eyelid,ésóon
conclusion,letwó
cabbage,ésíle
ladder,kwɔ́ʼ
honour,gùʼte
squeeze,ésíle
build,éshʉ́
Captain Cook,kwɔ́g
hare,làpêŋ
luff,éfʉ́e
Split,éshʉa
level,letÿǒ
pay off,ḿbéen
scraping,lekùa
placenta,lʉ̀ŋe
take on,cúʼtè
storage,cʉ̀me
postage stamp,ésóon
full point,éfʉ́e
web,lekÿò
speck,ésíle
reverse,éfÿág
prevail,lekÿò
swim bladder,mánáŋ
hazard,lepwó
split up,éshʉa
hit,éfeŋe
act as,ḿbele
make,mapúɔ
talk,éfwɔʼ
formicary,leffo
mite,ésíle
make,éshʉ́
fly,lyagá
barrow,kélêg
wart,lezye
certain,atsɔ̌
place,letÿǒ
Death,legwé
stop,letÿǒ
chest,gáŋte
cotton fiber,kotôŋ
tidy sum,lelèŋ
explore,lefàʼ
hear,éfʉʼʉ
succeed,éfele
appoint,lezíŋ
sculpt,lesẅì
try several times,éfʉʼʉ
practice of law,lepʉ̌
smooch,lelúʼ
whip,ésyag
knuckle,kàkẅì
cowry shell,lepúm
clench,ésẅɛ́
dissever,éshʉa
commons,kùlâŋ
invent,lɔ̀ɔn
antic,ḿbele
falsify,kwɔ́g
ladder,lekÿò
Light,kyɛ̀ʼ
ontogeny,legáʼ
Cross,ḿbéŋe
linkup,kwɛ̀ɛ
Mark,lyéen
lam,lekÿò
home run,lyéen
marry,kwɛ̀ɛ
bobble,éfÿág
file,gwɔ́g
lot,lekʉŋ
twist,ésele
spoil,éféŋe
flunk,éfɔ́d
sky,lefàŋ
foursome,lekùa
bad-tempered,ḿbéŋe
hide,ésẅiŋ
okra plant,gegàŋ
Christ's Resurrection,lezím
spinning top,mánáŋ
legerdemain,lekàŋ
insolvent,kùkwò
charge,gwɔ́g
venture,lepwó
Friend,gíyɛʼ
rack up,ésyag
pillock,éfege
soak up,ésẅíe
lookup,lefàʼ
smorgasbord,gwàte
woman of the street,kwàlà
add up,masáŋ
nark,ḿbége
impinge on,ésyag
lionize,ésẅɛʼ
satisfy,cúʼtè
crown of thorns,ḿbéŋe
ananas,lelaŋ
tomentum,lenoŋ
easy,kyɛ̀ʼ
Light Within,kyɛ̀ʼ
husk,kwɔ̀ʼ
act busy,éfÿée
shine,lesìe
sight,lelèŋ
interlace,éfʉŋe
car,matûa
number,legÿò
dispute,lekùa
run,ḿbele
wager,lepwó
lodge,gÿàŋa
expurgate,éshʉ́
singe,ésẅág
maw,lepÿé
tip,éfʉ́e
narrow,gígyé
mark off,lyéen
true sparrow,cúkwɛ
bend,ésele
traverse,ḿbéŋe
black eye,éfÿág
break,éfege
night club,késiŋ
period,letÿǒ
impertinence,legɔʼ
pudden-head,éfege
earnings,ḿbéen
ingathering,cùbte
frigidity,fÿɔ́g
abandon,fɔ̀gɔ
grenadine,laale
great deal,lelèŋ
backstage,lepab
screw up,éfÿág
finish,letwó
thwart,éféŋe
sound of a gun firing,kélèŋ
diaphragm,letyě
chairwoman,mandá
score,ésyag
spill,éfwɔʼ
cuticle,kàpàg
destination,lekÿò
take the air,legúa
lightning flash,kyɛ̀ʼ
walkway,legúɔ
undercover agent,manáŋ
Clarence Shepard Day Jr.,lyɛ̌ʼ
prove,lèŋte
melt down,lekÿò
standoff,kwɛ̀ɛ
suckle,ésẅíe
empty,fɔ̀gɔ
cony,làpêŋ
fighting,kʉ̀ŋe
handbasket,kánzà
IV,lekùa
blister,ésyag
potty,lekʉŋ
spoonful,lelúʼ
impersonation,lèŋte
goal,letwó
work,lɔ̀ɔn
wit,legye
mammal’s breast,lepʉ́
dramatic play,ḿbele
potpourri,gwàte
bilk,éféŋe
faux,lèŋte
vulgar,kùlâŋ
vacuous,fɔ̀gɔ
piss,éshʉ́
support,májÿò
passel,lekʉŋ
railroad car,matûa
sanctify,ésẅág
fussy,éféŋe
jactitation,éshÿó
relieve oneself,éshʉ́
unruffled,éshʉŋ
great,maŋáʼ
still hunt,kwɔ̀ʼ
skulduggery,fʉ̀te
relieve,ésíle
conflict,fègte
secernate,éfege
run for,lekÿò
cheer,kàʼte
scat,lekÿò
crush,ésẅɛ́
swipe,ésíle
repoint,letÿǒ
chevy,gwáʼa
sp. weed,lelàb
pinch,ésíle
end,letyě
fluid,éshʉŋ
suck up,ésẅíe
breaker point,letÿǒ
large,maŋáʼ
play,ésele
fatten,éfÿɛ́
strangle,ésẅɛ́
commode,mapúɔ
pock,lyéen
frustrate,éféŋe
file away,gwɔ́g
super acid,gʉ̀me
wage,ḿbéen
impression,ésóon
pee,éshʉ́
minor,gígyé
pass,lekÿò
trough,cÿòon
put-on,ḿbele
point in time,letÿǒ
determine,éshʉ́
gabardine,fɔ́gɔ
ordure,mapúɔ
habit finished,lɔ̌ɔn
golf club,késiŋ
annex,lepab
leafy vegetable,gʉ̀me
sculpture,lesẅì
scar,lyéen
confluence,cúʼtè
ignitor,kyɛ̀ʼ
public figure,lezíŋ
pridefulness,maŋáʼ
transfigure,ésẅiʼ
foil,ḿbéŋe
shine,éshʉŋ
happiness,lepòŋ
target,lyéen
transfix,ésẅɛ́
netminder,lekÿò
fix,lepÿé
wizard,lekàŋ
stoop,kyɛ́d
simulated,lèŋte
peak,letÿǒ
capital,maŋáʼ
jape,ḿbele
bring up,lezíŋ
wash lightly,ésẅag
sack,lekÿò
lake,leteŋ
bet,ḿbele
go bad,éshwo
point,letyě
basket,kèkàg
meeting,cúʼtè
sprain,ésele
dissemble,legÿò
musical scale,kègte
extolment,lesǐe
heading,kábte
irritate,ḿbége
unmatchable,mákyè
scratching,lekùa
closing,letwó
signal,éfʉ́e
royal family,lefùɔ
hourglass drum,làmbì
unravel,lekÿò
graduated table,kègte
super C,gʉ̀me
fumble,éfÿág
word,legye
split up,éfege
hitch,letyě
arc,kyɛ́d
defoliated,ésyag
prepare,kwɔ́g
skullduggery,fʉ̀te
gravel,ḿbége
berm,legʉ́
nonpareil,mákyè
nett,lekÿò
get,mameŋ
bollocks,éfÿág
envision,éshʉ́
sealed,etsɔ̌
aloe vera,lelaŋ
mint,lekʉŋ
esteem,gùʼte
stack,lekʉŋ
toilet,cÿòon
cross,éféŋe
dissever,éfege
immature,gʉ̀me
cushion,lepáʼ
mess,lepÿé
cheek,leság
sp. fish,cúcum
write,ésíle
cognizance,lÿɔ̀g
moment,gígyé
hunt down,lekÿò
legitimate landlord,máŋwɛ
work,lekÿò
beat,kàpàg
hitting,ésyag
sport,éshÿó
solution,leŋaŋ
interference,legyé
stint,éseŋe
illumination,kyɛ̀ʼ
paseo,legúɔ
quarrel,kʉ̀ŋe
bowdlerize,éshʉ́
crisscross,lyéen
endeavor,éfʉʼʉ
mother,mameŋ
maneuver,éfʉ́e
flip,lefàŋ
wield,lelíb
stomach,májÿò
crossing,éféŋe
betray,éfʉte
purloin,ésíle
with child,maŋáʼ
spy,lelèŋ
glorious,lepòŋ
endure,lekÿò
unrivalled,mákyè
turn,ésele
daylight,lyɛ̌ʼ
anthill,gÿàŋa
walk of life,legúɔ
bit,masáŋ
rootage,leŋaŋ
illume,kyɛ̀ʼ
abstract,ésíle
steer,éfʉ́e
greens,gʉ̀me
honor,gùʼte
unthoughtfulness,lepùe
diagnose,lezíŋ
act,ésele
eunuch,éshʉ́
efflorescence,ésɔɔn
stamp,ésóon
Chamaeleon,kénáŋ
dismount,kyɛ̀ʼ
melon,kalém
chairperson,mandá
grouchy,ḿbéŋe
k. gun,mafúʼ
crouch,kyɛ́d
golf-club,késiŋ
bet on,lepwó
dying,legwé
altercate,lekùa
racing shell,kàpàg
brook,májÿò
bar,letyě
mark,éféŋe
intelligence service,legye
fuss,ḿbége
offprint,éfege
time,lekwò
gum tree,cÿɔ́g
etymon,leŋaŋ
try,lèŋte
smother,ésẅɛ́
suck in,ésẅíe
brand,éshʉ́
chaff,kwɔ̀ʼ
allege,lekid
self-praise,éshÿó
Indian file,gwɔ́g
flex,ésele
stem,kyɛ́d
gullible,gʉ̀me
smile,gẅète
recreation,gÿáte
big H,lefàŋ
smile,legẅè
lightsome,kyɛ̀ʼ
sparkle,kyɛ̀ʼ
assemble,cúʼtè
take on,ḿbele
enjoin,lekid
stretchiness,éseŋe
mountain,lelèŋ
automobile,matûa
get a line,éshʉ́
umbilical cord,letoŋ
second,gígyé
navel point,letoŋ
cyprian,kwàlà
plump,éfÿɛ́
sky,lepwó
fizz,fùfùʼ
load,éseŋe
keep,ésẅɛʼ
nominate,lezíŋ
single out,éfege
testis,lepum
make a sauce with less seasoning,ésẅag
aper,fʉ̀ʼʉ
chevvy,gwáʼa
plantain with thick fingers,mántǒ
ready,kwɔ́g
find,lekẅé
testicle,lepum
spare,ésíle
melon tree,lÿɔ́b
ontogenesis,legáʼ
praise,lesǐe
junk,lekùa
spend a penny,éshʉ́
bad part of taro,lʉ̀ŋe
link up,kwɛ̀ɛ
give up,letyě
boom,lefàŋ
playact,ḿbele
stretch out,ésɔgɔ
appointment,lyɛ̌ʼ
feature,éshÿó
misrepresent,kwɔ́g
sway,máleŋ
bungle,éfÿág
big,maŋáʼ
admixture,gwàte
tomb,lesẅì
worst,ésyag
fussy,ḿbéŋe
intersect,ḿbéŋe
dunnock,cúkwɛ
lake,letʉŋ
give out,éfɔ́d
form,lɔ̀ɔn
suitcase,ésẅɛ́
sp. termite with a large termite hill,másem
scratch,lekùa
man,katúʼ
take a crap,éshʉ́
check,éshʉ́
carry through,ésíle
magic,lekàŋ
parturition,lezyé
relic,feláŋ
knee,ésẅɛ́
tegument,ésẅiŋ
stretchability,éseŋe
return,ḿbéŋe
no longer,cʉ̀ʼʉ
rag,éshʉa
cast out,ésɔɔn
hocus-pocus,fʉ̀te
devote,ḿbéen
asphyxiate,ésẅɛ́
party whip,ésyag
pilus,lenoŋ
carry,lekÿò
Edward Douglas White Jr.,fɔ́gɔ
park,kùlâŋ
scratch,lyéen
smidgen,éshʉa
chafe,ḿbége
gob,lepÿé
charge,letÿǒ
concern,cÿɔ̀ʼ
soundness,legye
salve,ésíle
choke,ésẅɛ́
nose candy,éfÿág
ace,mákyè
orchis,lepum
ten-spot,legém
superbia,maŋáʼ
White River,fɔ́gɔ
urinate,éshʉ́
scrap,lekùa
blow,mánáŋ
breakup,fàgte
k. secret society,kùkwò
wasp,kùkwò
look for,lefàʼ
beget,mameŋ
deep water,leteŋ
discard,ésɔɔn
fascinate,ésẅɛ́
forgather,cúʼtè
stakes,lepwó
tryout,lèŋte
flower,ésɔɔn
unitary,mákyè
pretentiousness,lepóm
comeback,ḿbéŋe
comb,ésyɛb
tooth,lesoŋ
twitch,ésíle
quaternity,lekùa
gull,lyéen
cockscomb,ésyɛb
potty,mapúɔ
chameleon,kénáŋ
try out,éfʉʼʉ
machine,matûa
gather up,ḿbéle
sear,ésẅág
tittle,éshʉa
work,ḿbele
wee-wee,éshʉ́
spy,manáŋ
gain,éshʉ́
remove,ésyag
print,lyéen
illusion,lekàŋ
indicate,éfʉ́e
ball up,éfÿág
class,éfege
stigma,lyéen
part,éshʉa
posit,gÿàŋa
working girl,kwàlà
devise,lɔ̀ɔn
tatter,éshʉa
size,legúʼ
get across,éféŋe
close,letwó
liver-colored,lepyè
profit,lekÿò
serviceman,katúʼ
iv,lekùa
receive,cúʼtè
end,letwó
miscarry,éshwo
split,éshʉa
ill-treat,éfáte
brainpower,legye
delight,lekág
low,gígyé
cross,ḿbéŋe
hot chocolate,kàaká
walking,legúɔ
inconvenience oneself,ḿbége
enlace,éfʉŋe
snarf,ésíle
T. H. White,fɔ́gɔ
wee,éshʉ́
one of the twins,lefág
compass point,letÿǒ
Hosanna,Gugẅî
percentage point,letÿǒ
shimmer,ḿbele
sauceboat,lánzì
expiry,legwé
full complement,kẅìʼi
track down,lekÿò
freestanding,éfege
pointedness,letÿǒ
give-and-take,cÿɔ́g
cross out,lyéen
fatten out,éfÿɛ́
hit,éshʉ́
parentage,lezyé
chivy,éséʼe
chigoe flea,kúkwò
nut,lepum
break off,letyě
ice-cream float,mánáŋ
basketball hoop,kèkàg
metamorphose,ésẅiʼ
tend,lekÿò
reach,éseŋe
legitimate owner,máŋwɛ
mutual,kùlâŋ
filing cabinet,gwɔ́g
centre of the house,letẅì
small sack of salt,leshù
to burn,éshÿó
gunpoint,letÿǒ
wreak,ḿbele
scant,kyɛ̀ʼ
shell,kègte
soup tureen,kúmbù
handmaid,cÿɔ́ʼ
toilet,lekʉŋ
stain,lyéen
shaggy-coated,fúʼtè
gargle,ésẅag
bank deposit,gÿàŋa
argufy,kʉ̀ŋe
whiten,éfɔ́g
lash,ésyag
weak,kyɛ̀ʼ
rout,leŋaŋ
escape,lekÿò
lapin,làpêŋ
stupe,éfege
overprotect,mameŋ
clean,fɔ́gɔ
Wisdom,legye
champion,gíyɛʼ
debase,éseŋe
basketball hoop,kánzà
hold back,letyě
flank,lepab
break,letyě
buck,lÿóon
human action,legÿò
pass each other,éféŋe
engender,mameŋ
roar,lefàŋ
sweep,máleŋ
hunting,lefàʼ
scrape up,lekùɔ
watch,éshʉ́
fore,kyɛ́d
bell ringer,lyéen
hollo,lesɔg
settle down,leŋaŋ
impersonator,fʉ̀ʼʉ
welt,ésyag
make noise,legyé
bamboo,lekẅè
cope with,cúʼtè
rear,ésɔgɔ
jive,máleŋ
bland,éshʉŋ
hassle,éséʼe
stick out,májÿò
caricature,lèŋte
flattery,lʉ̀te
sire,mameŋ
channelise,letÿǒ
lilt,máleŋ
cutis,ésẅiŋ
cotton,kotôŋ
splashiness,lepóm
Cook,kwɔ́g
void,fɔ̀gɔ
mind,legye
feces,mapúɔ
itch,cÿɔ̀b
number,ésele
picture,éshʉ́
trickery,fʉ̀te
veranda,kábte
sell,ésẅiŋ
full stop,letyě
inconsideration,lepùe
luff,letÿǒ
shaggy,fúʼtè
release,ésele
papaya,lÿɔ́b
perch,kyɛ̀ʼ
arrest,ésíle
deaf,ḿbége
white Anglo-Saxon Protestant,kùkwò
brag,éshÿó
experience,éshʉ́
get to,éshʉ́
assure,éshʉ́
bit,gígyé
lucre,lekÿò
hybridise,ḿbéŋe
visual sense,lelèŋ
trouble oneself,ḿbége
lodge,késiŋ
tomorrow future,ge lu
low temperature,fÿɔ́g
President,mandá
pick up,éshʉ́
Quaker,gíyɛʼ
deep water,letʉŋ
plume,fómtè
yowl,lesɔg
chewing gum,cÿɔ́g
orient,éfʉ́e
plow,ésele
black market,lekÿò
cocotte,kwàlà
tender,ésóon
make it come out of the mouth,éfége
contain,letyě
walk,legúɔ
gas,éshÿó
gasconade,éshÿó
swooning,kyɛ̀ʼ
reaching,éseŋe
k. cloth sack,leshù
mentum,lʉʼté
bowknot,kyɛ́d
throne,lekʉŋ
bloom,ésɔɔn
salary,ḿbéen
nous,legye
pitch,lefàŋ
Chameleon,kénáŋ
tolerate,májÿò
promiscuous,kyɛ̀ʼ
plenty,lekʉŋ
lightly,kyɛ̀ʼ
stereotype,ésóon
sunniness,kàʼte
toss,ésɔɔn
bobby pin,ésẅɛ́
beat out,kèpàg
halo,legúʼ
beset,éséʼe
rubber for cleaning,kẅèen
figure,éshʉ́
shell,kèpàg
spoil,éfÿág
intelligence activity,legye
Wisdom of Solomon,legye
spotted hyena,làkùb
cut across,ḿbéŋe
hybridize,éféŋe
fake,lɔ̀ɔn
dispute,kʉ̀ŋe
froth,fèfùʼ
shock absorber,lepáʼ
friend,gíyɛʼ
mickle,lelèŋ
resplendence,legúʼ
asthma,gʉ̀ŋe
umbilicus,letoŋ
schism,éshʉa
learn,éshʉ́
obeisance,kyɛ́d
toss out,ésɔɔn
severalise,éfege
work,éshʉ́
one of something,kíkyè
manipulate,kwɔ́g
nose,lezẅé
twenty-four hours,lyɛ̌ʼ
economic aid,kẅétè
struggle,ésẅiŋ
unhorse,kyɛ̀ʼ
escort,lyɛ̌ʼ
meshwork,lekÿò
go down on,éfÿág
Ananas comosus,lelaŋ
attain,ésyag
batch,lelèŋ
grate,lekùɔ
call on,ésele
golf hole,lepÿé
stop,éfʉ́e
arrest,letyě
Equus caballus,lÿóon
spiel,ḿbele
be bushy,éshúʼ
suppress,ésẅɛ́
travelling bag,ésẅɛ́
mesh,lekÿò
fill,cúʼtè
one,mákyè
puddle,éshʉ́
harry,éséʼe
draw,lekÿò
stifle,ésẅɛ́
trash,lekùa
rejoin,ḿbéŋe
part,éfege
attempt,éfʉʼʉ
wing,lyagá
lead astray,éfʉte
base on balls,legúɔ
tip,letÿǒ
spot,letÿǒ
can,lekʉŋ
gravy holder,lánzì
enactment,legÿò
stupid,éfege
cut,máleŋ
radical,leŋaŋ
devil,ḿbége
split,éfege
oppress,ésẅɛ́
bellybutton,letoŋ
scurf,kègte
botheration,ḿbége
crook,ésele
C,éfÿág
food without sauce,fɔ̀gɔ
clean,kyɛ̀ʼ
glowing,lesìe
transversal,éféŋe
brilliant,lepòŋ
law of nature,lepʉ̌
fix,éshʉ́
sorcerous,lekàŋ
deliver,ésíle
hole,lepÿé
grass,lekʉŋ
grave,lesyè
green goddess,lekʉŋ
help,kẅétè
hatful,lelèŋ
something surprising,lemaŋ
Resurrection,lezím
storehouse,cʉ̀me
bond,kwɛ̀ɛ
shaggy-haired,fúʼtè
clutches,ésẅɛ́
sure,atsɔ́
false,lèŋte
splendid,lepòŋ
nimbus,legúʼ
drift,éfÿág
scintilla,éshʉa
scarper,lekÿò
weaver,mbàʼa
barrelful,káasè
wisdom,legye
conflict,kúbte
verruca,lezye
incandescence,lesìe
come to,ésyag
X,legém
pay up,ḿbéen
chivy,gwáʼa
expression,lekid
essay,éfʉʼʉ
clock,lekwò
scale leaf,kègte
terminal,cʉ̀me
taper,éfʉ́e
manacle,kwɔ̀g
toss,lefàŋ
run,lèŋte
dearth,gwáŋa
eggshell,kàpàg
score,éshʉ́
stale,fáʼtè
dangle,máleŋ
bet,lepwó
flush,ésɔɔn
commence,ésíʼi
handmaiden,cÿɔ́ʼ
caper,ḿbele
belly button,letoŋ
fire,éséʼe
deviation,fègte
secern,éfege
consort,lekÿò
stagger,éfeŋe
scotch,ḿbéŋe
astounding,lÿɔgɔ
gleam,lesìe
alter,éshʉ́
track,éféŋe
halo,lefáŋ
grow fat,éfÿɛ́
solemn,lesẅì
put out,ḿbége
imitator,fʉ̀ʼʉ
visualise,éshʉ́
royalty,lefùɔ
remnant,letwó
mixture,gwàte
certain,atsɔ́
pile,lelèŋ
divide,éshʉa
round,ésele
bbl,káasè
resplendence,lefáŋ
jackpot,lekʉŋ
come,masáŋ
act,masáŋ
legato,éshʉŋ
blast,éfÿág
save up,ésíle
slew,lekʉŋ
stopover,letyě
hunt,lekÿò
one who singes,mbàba
good deal,lelèŋ
striking,ésyag
tell apart,éfege
ravel,kwɔ́ʼ
emancipate,éfÿɛ́
fall,kyɛ̀ʼ
24-hour interval,lyɛ̌ʼ
repay,ḿbéŋe
death,legwé
extension,lyagá
k. plant disease,lepyè
tenacious,léláa
hold,lekẅé
plebeian,kùlâŋ
impale,lepwó
meter,lekwò
neglect,éfɔ́d
skag,lefàŋ
ill-tempered,ḿbéŋe
pickle,lepÿé
signal,letÿǒ
market shelf,lewaŋ
decease,legwé
transverse,ḿbéŋe
bomb,éshwo
sealed,atsɔ̌
spittle,letyé
ironic,ḿbeen
shoot,ésyag
