en,ngiemboon
break the engagement,ésaŋ
tiptop,ḿbag
whack,kwɔb
fraction,ḿbag
press,éfʉʼ
nut,mâsî
malversate,ḿbáŋ
instant,fʉ̀ʼ
examine,ésẅi
breeze through,mbaŋ
marrow,mbab
overcompensate,ésẅe
endorse,lʉ̀ʼ
like,mbàa
motion picture,fùbe
Mark,liŋé
stain,fùbe
get over,ésẅe
exasperate,ésẅi
prod,ésɔb
confederation,kʉ̀a
estimate,ésáʼ
thin,ésyé
return,lepí
go,éfaʼ
lie,fèbe
ascendancy,ésíɛ
assemblage,cùbo
process,éfaʼ
picture,làŋa
stick,lekà
ferment,éfag
careful,ésáŋ
flaw,lɔ̌ʼ
lead on,ésyé
scrag,éfóm
adulterate,ésiŋ
swash,éfáŋ
ramify,éfag
fizz,éfuʼ
survive,gʉ̀a
heart,mbab
deposit,mbâŋ
obscenity,fùbe
die,éfóm
sneaker,éshú
enclose,ésẅi
attack,éfúa
strewing,ésaŋ
mark,liŋé
mastery,ésáʼ
hogwash,éfom
salary increase,ésɔʼ
jocularity,kwàŋ
laundry,ésɔg
in series,mbàʼ
appear slightly,ésáʼ
breastfeed,ésẅí
crossbreed,ḿbáŋ
heating plant,ḿbáb
fail,gʉ̀a
good turn,éfag
cross,liŋé
break up,ḿbag
voltaic pile,cwóŋ
trick,kwàŋ
subscribe,lʉ̀ʼ
mickle,cwóŋ
suffocate,éfóm
cadence,éfʉʼ
stone's throw,gẅǐɛ
misapprehension,fɔ̂d
erect,ésɔʼ
verandah,lemù
going,gʉ̀a
strive,ésem
sneaker,fóon
manipulate,ésíɛ
race,ésɔg
cyberspace,gaŋá
free fall,lepí
blanket,ésẅe
clip,ésyé
break,gʉ̀a
quantify,fʉ̀ʼ
breast,kʉ̌b
punctuate,liŋé
overt,ésiɛ
pollard,ésẅi
deplumate,ésiɛ
glide slope,éfúa
turn off,ésyé
sucking,ésẅí
grow,éfúʼ
ill-treat,gẅǐɛ
thriftiness,lèʼe
prick,ésɔb
scrape,éfiŋ
clear,ésiɛ
croak,gʉ̀a
rationalise,ésyé
spread,ésiɛ
thinned,ésyé
snub,ḿbaʼ
repress,éfóm
shorten,ésyé
spread over,ésẅe
genuine,kwàʼ
encompass,ésẅe
lead astray,ḿbab
cut off,ésyé
act upon,éfaʼ
drop,ḿbab
revolt,ḿbaʼ
make for,éfaʼ
lot,cwóŋ
take out,ésiŋ
guff,éfom
stalker,éshú
sneak,éshú
spread out,ésaŋ
heap,cwóŋ
shoot down,ésiɛ
boast,éfáŋ
severalize,éfag
want,ésáb
befoulment,lème
swear,mbâŋ
scratch,liŋé
livelihood,lʉ̀ʼ
duad,kɔ̌ʼ
bike,kwáŋ
inform,éfóŋ
sinning,éfʉa
operate,éfaʼ
pin,lepí
heading,kɔ̀ʼ
epilepsy,gwáʼ
fart,ésso
set about,éfúa
descend,lepí
look,ésíg
sentience,ésíg
cereal,mbaŋ
sneak,fóon
conjure up,ésɔʼ
jazz,fèfà
present moment,fʉ̀ʼ
suddenly,leen
trend,ésyé
touch lightly,éfúa
crud,fòbe
fraction,éfag
cleave,lekà
look,ésáŋ
going away,gʉ̀a
nothingness,fèfà
take in,ésẅí
skinny,éfóm
compensate,ḿbée
lunch,ḿbág
aggregation,cùbo
nonparallel,mbàʼ
screening,ésẅe
batch,cwóŋ
thin out,lòŋo
grunge,fùbe
assessment,kɔ̂d
taxation,ésáʼ
pinch,éshú
credit,ésag
hold up,gʉ̀a
bull's eye,liŋé
plastic film,fùbe
deal,cwóŋ
approach path,éfúa
picture show,fòbe
fling,ḿbag
sparkle,éfuʼ
public place,gyɛ̌
interject,ésɔb
economic system,lèʼe
cumulation,cwóŋ
close,éfóm
stuffy,éfóm
party pooper,mbàʼ
ban,fʉ̀ŋ
drop the ball,éfʉa
surrender,lepí
crack up,ḿbag
George Bush,mbàʼ
tomfoolery,gèbe
wake,ḿbáb
ironic,jùbe
faithful,éfóm
tegument,éfiŋ
centre,mbab
ascendance,ésíɛ
quip,ḿbag
heighten,éfúʼ
drop,lʉ́ŋ
ensure,ésíɛ
pluck,ésiŋ
provoke,ésɔʼ
last,éfóm
tidy sum,cwóŋ
bark,éfiŋ
Fall,lepí
combat injury,fʉ̌ŋ
rebel,éfúʼ
embezzle,ḿbáŋ
pass,lepí
sign,liŋé
rinse,ésɔg
sound of a machete cutting into something,cyág
roll,fèfà
autumn,lepí
break up,éfag
criterion,éfʉʼ
seethe,éfúʼ
tree-frog,lẅɛ̀
task,ésáʼ
retort,ḿbaʼ
smother,éfóm
glide,ésye
signified,ésíg
dry,jùmo
traverse,ésẅe
surreptitious,éshú
char,ésíŋ
coldness,fÿág
trough,lepí
twist,fèfà
prank,kwàŋ
quantify,éfʉʼ
workplace,éfaʼ
wage hike,ésɔʼ
backing,lʉ̀ʼ
“Aayi”,Aayi
scent,fʉ̌ŋ
foulness,fòbe
unfledged,lyág
bunko game,ésɔb
span,ḿbáŋ
ballock,mâsî
quotation,ésag
there,jʉʼɛ
necrophilism,lʉ̀m
recreation,gáte
art gallery,kɔ̀ʼ
increase in volume,éfáŋ
musical accompaniment,lʉ̀ʼ
mo,fʉ̀ʼ
Saturnia pavonia,kásà
shoot,fùbe
surface,éfúʼ
knock,kwɔb
make,éfaʼ
stealthy,éshú
piece of kola nut,mbàg
endure,lʉ̀ʼ
transversal,ḿbáŋ
masque,éshu
lessen,lepí
Irish potato,matě
found,legǐ
spirit,ésíg
be able,ésáb
curve,fèfà
cover up,ésẅe
develop,ésáʼ
series,mbàʼ
thank,ésíe
lose,éssó
breed,ésẅe
give suck,ésẅí
bowel,letú
measuring rod,fʉ̀ʼ
depository financial institution,mbâŋ
moulding,fòmo
swing music,lʉ́ŋ
buncombe,lʉ̀ʉ
blazing,ḿbáb
vacillation,lʉ́ŋ
cover version,ésẅe
engraft,legǐ
apprehend,mbaŋ
furuncle,éfúʼ
hell,ḿbáb
start,gʉ̀a
prevarication,fèbe
go down,lepí
bad-tempered,ḿbáŋ
forked,éfag
function,éfaʼ
drug,jÿòŋ
on that point,jʉʼɛ
airless,éfóm
sailplaning,ésye
sprinkle,ésaŋ
garlic,láyè
hybridise,ḿbáŋ
sensation,ésíg
sound of a bundle of bamboo falling on the ground,jwàʼ
wrap,fèfà
teetotal,jùmo
kind,lʉ̀a
guff,lʉ̀ʉ
sweep,ḿbáŋ
twain,kɔ̌ʼ
priest,fálà
guess,ésáʼ
slender,lòŋo
hoist,fʉ̌ŋ
scrawl,éfoŋ
delude,ḿbab
malarky,fèfà
George H.W. Bush,legǐ
foretell,lèʼe
be lucky,éfuʼ
measure out,fʉ̀ʼ
defalcate,ḿbáŋ
error,fɔ̂d
get loose,ésẅe
fold one’s hands,ḿbáʼ
come off,éfag
deform,éfag
nurture,ésɔʼ
divergence,kúbe
sinfulness,éfʉa
croak,éfóm
dumbfound,lekà
mix up,kwòŋ
hybridisation,ḿbáŋ
consider,ésáŋ
living,lʉ̀ʼ
closelipped,éfóm
sloth,jwóŋ
upstream,kwóŋ
branch,éfag
rotting,éfom
moult,ésẅɛ
cracking,ḿbag
sell separately,ésab
hollow out,gǒon
duet,kɔ̌ʼ
fault,fɔ̂d
hold out,gʉ̀a
thorax,legù
bear,éssó
bout,ésiɛ
make an effort,ésem
note,liŋé
financial backing,lʉ̀ʼ
so that,káʼa
picket,ésɔb
President George W. Bush,legǐ
slew,cwóŋ
take off,éfím
numeration,ésáŋ
dresser,kʉ̌b
snub,ésyé
manna from heaven,mánà
bell ringer,liŋé
dust,ésaŋ
clean,kwàʼ
overdo,éfʉʼ
charge,ésiɛ
sensory faculty,ésíg
bear,lʉ̀ʼ
shut down,éfóm
drink in,ésẅí
juiceless,jùbe
k. cultural dance,malí
bilk,ḿbáŋ
grease,fòbe
upgrade,éfúʼ
hide,ésẅe
fink,éshú
suckle,ésẅí
shroud,ésẅe
recruit,ésɔʼ
control,ésíɛ
admittedly,kwàʼ
asphyxiate,éfóm
dirtiness,fòme
funnel,jʉ́a
imbecility,gèbe
reenforcement,lʉ̀ʼ
Dubyuh,legǐ
dysphasia,lèbe
heave,ésɔʼ
lift,fèfà
to sort out,ésiŋ
Hera,lɔɔn
crack cocaine,ḿbag
numerate,ésáŋ
mould,éfaʼ
mold,éfaʼ
raise,gùmo
search for,éfaʼ
be bushy,éfoŋ
strike,lepí
decease,gʉ̀a
same,mbàa
hurt,éssó
spile,cwóŋ
casket,kʉ̌b
nose,fèfà
cut across,ḿbáŋ
moderate,ésíɛ
program line,ésáʼ
fink,fóon
clean-living,kwàʼ
soak up,ésẅí
ignite,ḿbáb
mistake,fɔ̂d
be strange,ḿbée
bust,ésiɛ
booty,kíbà
stretch out,ésiŋ
furtive,éshú
rear,éfúʼ
spread,ésaŋ
coupling,kɔ̌ʼ
peculate,ḿbáŋ
fuddle,ésẅí
globe,mâsî
check,liŋé
explosion,kʉ̀e
uncontaminating,kwàʼ
set,legǐ
disjoined,éfag
sagacity,kɔ̂d
fall down,lepí
atomic reactor,cwóŋ
caliber,lìŋe
exaggerate,éfʉʼ
come apart,éfag
thwartwise,ḿbáŋ
underwrite,ésẅe
measuring rod,éfʉʼ
burn,ésɔb
chest of drawers,kʉ̌b
poke,ésɔb
heating system,ḿbáb
folly,gèbe
act,éfag
tuck,ésẅi
emperor butterfly,kásà
to be flat,ḿbab
twinge,ésɔb
put up,lʉ̀ʼ
mouse,éshú
contamination,lème
stoolie,éshú
value,fʉ̀ʼ
imbibe,ésẅí
declination,lepí
grow,ésɔʼ
collapse,ḿbag
veranda,kɔ̀ʼ
truthful,kwàʼ
pectus,legù
glue,lyɛ̀
ironic,jùmo
poorness,fÿàg
climb,éfúʼ
coalition,kʉ̀a
put-on,kwàŋ
drug,lɔ̀b
expiration,gʉ̀a
incident,kège
poverty,fÿàg
lave,ésɔg
financial support,lʉ̀ʼ
gag,kwàŋ
plow,éfag
displume,ésiɛ
manna,mánà
laugh,kwàŋ
swallow,ésẅí
stick in,ésẅi
brace,kɔ̌ʼ
spate,cwóŋ
stoolie,fóon
rip,ésiŋ
buy,ésoŋ
measure out,éfʉʼ
defend,lʉ̀ʼ
dose,jÿòŋ
block out,éshu
deflection,gáte
Here,lɔɔn
stick out,lʉ̀ʼ
dusty,fÿág
vulgarism,fòbe
upriver,kwóŋ
pair,kɔ̌ʼ
scatter,ésaŋ
extraction,lefǒ
actor,fàʼa
wind instrument,fèfà
washables,ésɔg
excision,ésyé
crossing your hands to do nothing,ḿbáʼ
deviation,gáte
span,kɔ̌ʼ
soapbox,kwòŋ
frigidity,fÿág
prove,éfúʼ
green,lyág
bread and butter,lʉ̀ʼ
picture gallery,lemù
modesty,lème
swing,lʉ́ŋ
air current,fèfà
calabash for wine,kàʼa
rise up,éfúʼ
African walnut,kásó
fight off,ḿbaʼ
there,jʉʼʉ
finish,éfóm
stinging,ésɔb
at that place,jʉʼɛ
control condition,ésíɛ
hint,fèfà
fall apart,éfag
excavate,gǒon
snip,ésyé
orb,mâsî
shape,fòmo
wash off,ésɔg
lift,éfúʼ
binding,ésẅe
constitute,legǐ
catapult,lápà
meander,fèfà
desire,ésáb
wry,jùmo
mistreat,gẅǐɛ
light,lepí
thread,fʉ̌ŋ
cloak,éshu
routine,éfag
Deutsche Mark,liŋé
candid,ésiɛ
requite,ḿbaʼ
diversion,gáte
gradation,gẅǐɛ
weave,fèfà
have edema and bloated stomach,éfɔb
back up,éfóm
handle,ésẅe
swath,kwɔb
evolution,agáʼ
farm,gùmo
produce,gùmo
collar,mbaŋ
pilfer,éshú
close down,éfóm
texture,mbaŋ
bank,mbâŋ
wounding,fʉ̌ŋ
deplume,ésiɛ
cozen,ḿbab
sheet metal,jʉ̂ŋ
Same,mbàa
make a mistake,éfʉa
branched,éfag
repay several times,ḿbaʼ
jactitation,éfáŋ
distich,kɔ̌ʼ
heading,lemù
transfer,ésɔb
stilt,cwóŋ
gist,mbab
stab,ésɔb
nail,mbaŋ
blood line,lefǒ
bed crosspiece,mbéŋ
break,éfag
redden,ḿbaŋ
lookout man,ésɔb
comprehend,ésẅe
stint,ésiŋ
find,ésíg
count,éfʉʼ
compendium,cùbo
fortune,lezǐ
jab,ésɔb
brag,éfáŋ
ascending,éfúʼ
crop,éfaʼ
value,éfʉʼ
root for,ésiŋ
boxful,kɔ́b
work out,éfaʼ
marker,liŋé
cartridge,lùŋo
crisscross,ḿbáŋ
run,gʉ̀a
prongy,éfag
twilight,lepí
leave out,éfée
idle words,fèfà
distinguish,éfag
ace,ḿbag
sp. fish,kága
fellate,ésẅí
alphabetic character,kàte
hit strongly,ésem
guano bat,kwóŋ
deposit,lekà
assess,ésáʼ
counting,ésáŋ
leaven,ésɔʼ
emphatic perfective counter-expectation distant past,léen
strike out,liŋé
watershed,ḿbag
rut,ḿbáb
snitcher,éshú
drag,ésiŋ
assailable,ésiɛ
smuttiness,fème
wheel,kwáŋ
shinny,éfiŋ
decease,éfóm
George W. Bush,legǐ
uprise,éfúʼ
make clean,kwàʼ
perplex,lekà
grouchy,ḿbáŋ
pith,mbab
amount,fʉ̀ʼ
drive in,ésẅi
be big,éfáŋ
knead,ésiŋ
unclouded,kwàʼ
nap,cwóŋ
waste,lʉ̀ʉ
trespasser,mbǎʼ
contain,ésíɛ
beat up,ésem
accompaniment,lʉ̀ʼ
mensuration,fʉ̀ʼ
George H.W. Bush,mbàʼ
bar,fʉ̀ʼ
rest,fèbe
stool pigeon,éshú
dope,éshú
thrust,ésɔb
plumb,kwàʼ
close up,éfóm
Vannevar Bush,legǐ
filth,fòbe
fend for,lʉ̀ʼ
weakened,ésyé
snitcher,fóon
suck up,ésẅí
swerve,ésyé
pulpit,kwòŋ
airstream,ésɔg
flex,éfag
workbench,mbâŋ
strike off,liŋé
open air,ésiɛ
intersect,ḿbáŋ
live,gʉ̀a
defilement,lème
search for a pretext,ḿbáʼ
footmark,gẅǐɛ
pullulate,ésáʼ
weigh,éfʉʼ
enkindle,ésɔʼ
go away,gʉ̀a
vaunt,éfáŋ
transgress,éfʉa
extend,ésẅe
dominance,ésíɛ
proscription,fʉ̀ŋ
part,ḿbag
make known,ésáʼ
drop dead,gʉ̀a
fragile,lòŋo
rebuff,ḿbaʼ
sort,lʉ̀a
hold up,lʉ̀ʼ
overdraw,éfʉʼ
move around,éfag
bank building,mbâŋ
sweep through,mbaŋ
stupidity,gèbe
pass away,gʉ̀a
washout,ésɔg
stool pigeon,fóon
loose,ésiɛ
girl,éfée
bureau,kʉ̌b
President George W. Bush,mbàʼ
repulse,ḿbaʼ
boost,éfúʼ
enhance,ésɔʼ
luck,lezǐ
whole tone,gẅǐɛ
source,lefǒ
departure,kúbe
mention,ésag
bring up,ésag
pillage,kíbà
short,leen
print,liŋé
forge,éfaʼ
light up less,ésie
get across,ésẅe
prowler,éshú
blaze out,ḿbáb
split,ésiɛ
nab,mbaŋ
peals of laughter,kwâa
standard,fʉ̀ʼ
dig,ésɔb
judgement,kɔ̂d
predict,lèʼe
nonplus,lekà
beat,lekà
opinion,kɔ̂d
on-key,kwàʼ
dry by spreading,ésaŋ
go,ḿbag
big bucks,cwóŋ
Dubyuh,mbàʼ
bunco,ésɔb
moment,fʉ̀ʼ
belt,kwɔb
pledge,ésẅí
resurrect,ésɔʼ
hatch,ésẅe
tally,ésáŋ
pulling,ésiŋ
sour,éfag
upgrade,ésɔʼ
chain reactor,cwóŋ
approach,éfúa
abridge,ésyé
gutter,lepí
scrub,legǐ
doer,fàʼa
crud,fùbe
verandah,kɔ̀ʼ
reliable,kwàʼ
snuff it,gʉ̀a
cutis,éfiŋ
abbreviate,ésyé
gag,éfóm
undetermined,ésiɛ
jump,éfúʼ
tornado,ḿbag
pose,lekà
rise,éfúʼ
burgeon forth,ésáʼ
family,lʉ̀a
give-up the ghost,gʉ̀a
do work,éfaʼ
picture show,fùbe
valuate,fʉ̀ʼ
“Gulu”,Gulû
second,fʉ̀ʼ
craziness,gèbe
cover charge,ésẅe
boil,éfúʼ
gash,ésyé
Saami,mbàa
here and now,fʉ̀ʼ
filthiness,fòbe
golf stroke,lʉ́ŋ
Mary Jane,éshú
prohibition era,fʉ̀ŋ
lie fallow,ésíɛ
cop,mbaŋ
watchstrap,kwáŋ
nigh,éfóm
inhibition,fʉ̀ŋ
declivity,lepí
offend,fʉ̌ŋ
crack,ḿbag
hike,éfúʼ
bunkum,lʉ̀ʉ
travel,gʉ̀a
goodbye game,làʼa
rear,ésɔʼ
debate,ésáŋ
choke,gʉ̀a
gallery,lemù
border on,éfúa
pay,ḿbée
wreathe,fèfà
black,ésíŋ
pass,ḿbag
abuse,gẅǐɛ
disregard,ésyé
patronize,lʉ̀ʼ
drop,lepí
inhabitants of,mbe-
break through,ḿbag
tear down,éfʉa
wreak,éfaʼ
disunite,ḿbag
to cut up,ésiɛ
Sami,mbàa
heat,ḿbáb
zymosis,ḿbág
flatus,fèfà
varsity letter,kàte
sour,ḿbág
wisecrack,ḿbag
devolve,lepí
dress,ésyé
farm,ésɔʼ
assure,lèʼe
salary,ḿbée
amount,éfʉʼ
blacken,ésíŋ
sportsmanlike,kwàʼ
mensuration,éfʉʼ
timber,lìŋe
at that place,jʉʼʉ
bar,éfʉʼ
stamp,fòmo
throng,cwóŋ
embrace,ésẅe
ancestry,lefǒ
play,éfag
fake,lɔ̀ɔn
track,ḿbéŋe
fulfill,cúʼtè
usual,kùlâŋ
boundary,lepàa
cold,fÿɔ́g
speck,ésíle
cold-blooded,fáʼtè
United States President,mandá
C,éfÿág
incline,lekÿò
inconvenience oneself,ḿbége
try,lèŋte
enounce,lekid
earnings,lekÿò
cross out,lyéen
embellish,legyé
cocoa,kàaká
single,mákyè
block,letyě
unhorse,kyɛ̀ʼ
closure,letyě
name,lezíŋ
k. condiment from bark,lélum
masked person,mákùm
cast,ésóon
deal,lelíb
bump off,ésyag
chewing gum,cÿɔ́g
steady down,leŋaŋ
give,éshʉ́
air bladder,mánáŋ
target,lyéen
brook,májÿò
degree,éfʉ́e
fete,ésẅɛʼ
locoweed,lekʉŋ
bit,gígyé
routine,legÿò
lather,ésyag
lady of pleasure,kwàlà
mint,lelèŋ
enunciate,lekid
ascertain,éshʉ́
ball club,késiŋ
touch,cúʼtè
ascendant,leŋaŋ
fizz,fèfùʼ
scratch iteratively,ésẅiŋ
intrude,lezẅé
beard,lelÿò
clear,lekÿò
alluviation,gÿàŋa
sort,éfege
bring up,lezíŋ
egg white,fɔ́gɔ
examine,éshʉ́
igniter,kyɛ̀ʼ
fuss,ḿbége
lid,cÿɔ̀ʼ
intelligence service,legye
cover,ḿbéŋe
devise,lɔ̀ɔn
bend,kyɛ́d
bell ringer,lyéen
period,letÿǒ
wreak,ḿbele
scotch,ḿbéŋe
branch,éfege
pretend,éshʉ́
visit,éshʉ́
maneuver,ḿbele
saw,éshʉ́
shoulder,legʉ́
nominate,éshʉ́
hazard,lepwó
visible radiation,kyɛ̀ʼ
barrelful,káasè
green,gʉ̀me
deception,lekàŋ
function,lekÿò
hot chocolate,kàaká
manoeuver,éfʉ́e
crossing,ḿbéŋe
fleeceable,gʉ̀me
crisscross,éféŋe
rinsing,ésẅag
hunt,lekÿò
pelt,ésẅiŋ
sapience,legye
trifle,ḿbele
gravy boat,lánzì
running play,lekÿò
purify,ésẅág
grinning,legẅè
trick,lekàŋ
dread,cÿɔ̀ʼ
sealed,atsɔ́
play,ésele
blitheness,kàʼte
royal line,lefùɔ
Hosanna,Gugẅî
go out,lyɛ̌ʼ
cutis,ésẅiŋ
egg,lepum
suck up,ésẅíe
happiness,lepòŋ
consider,éshʉ́
get even,ḿbéŋe
ingathering,cùbte
mark,ḿbéŋe
trounce,kàpàg
mumble,cÿɔ́g
booster,gíyɛʼ
stretch along,éseŋe
efflorescence,ésɔɔn
manner of walking,legúa
swipe,ésíle
luff,letÿǒ
grouchy,éféŋe
cheerfulness,kàʼte
bring home the bacon,éfele
mass,lelèŋ
dramatic play,ḿbele
k. secret society,kùkwò
choke,ésẅɛ́
conflict,kúbte
stage,éfʉ́e
check,lyéen
habit finished,lɔ̌ɔn
treat,lelíb
rental,jÿɔ́ʼ
tumble,éfwɔʼ
viridity,gʉ̀me
field goal,kèkàg
smoothen,éshʉŋ
size,legúʼ
come through,éfele
bit,masáŋ
stifle,ésẅɛ́
prise,gùʼte
doxy,mágàb
insensate,fáʼtè
plantain with thick fingers,mántǒ
scratch,lesẅì
frigid,fáʼtè
interbreeding,ḿbéŋe
size,lefáŋ
Kuki,lʉʼté
verruca,lezse
scratch up,lekùɔ
free rein,ḿbele
jocularity,ḿbele
fright,cÿɔ̀ʼ
cabaret,késiŋ
root rot,lepyè
intersect,éféŋe
scag,lefàŋ
interference,legyé
royal family,lefùɔ
hare,làpêŋ
trick,ḿbele
brass,legɔʼ
bawd,kwàlà
bowknot,kyɛ́d
trash,lekùɔ
something unbelievable,lemaŋ
paseo,legúɔ
scabies,kùbte
bear,ḿbéen
compensate,ḿbéen
rag,ḿbége
come apart,éfege
shoemaker’s needle,lesɔb
go,ésele
handmaid,cÿɔ́ʼ
potpourri,gwàte
aim,letÿǒ
droplet,letàb
grip,lelíb
orchis,lepum
swing over,máleŋ
clock,lekwò
motley,gwàte
fall,éfwɔʼ
fancy,éshʉ́
handlock,kwɔ̀g
enactment,legÿò
pot,mapúɔ
travelling bag,ésẅɛ́
yap,lepÿé
prostitute,kwàlà
falter,éfeŋe
particular date,lyɛ̌ʼ
discard,ésɔɔn
run across,cúʼtè
word,legye
inflation,lepóm
coughing,kẅàga
remove the husk,ésyag
lilt,máleŋ
easy,kyɛ̀ʼ
fighting,kʉ̀ŋe
cold-blooded,fÿɔ́g
flush it,éshwo
persist,lekÿò
point in time,letÿǒ
ten-spot,legém
great deal,lekʉŋ
pest,gwáʼa
trip-up,éfeŋe
offstage,lepab
sport,éshÿó
enlace,éfʉŋe
remove,ésyag
anthill,gÿàŋa
one of the twins,lefág
clench,ésẅɛ́
glorious,lepòŋ
joy,lekág
grin,legẅè
Andrew D. White,fɔ́gɔ
vaunt,éfÿág
pudding head,éfege
pass water,éshʉ́
give,ḿbéen
denounce,lyéen
conflict,fègte
take care,éshʉ́
absorb,ésẅíe
engender,mameŋ
carefully oil,ésibe
admixture,gwàte
hear,éfʉʼʉ
wield,lelíb
smile,gẅète
toilet,mapúɔ
suck,éfÿág
trip up,éfeŋe
come up,lekùa
deviation,kúbte
Chief Executive,mandá
dampen,ésẅɛ́
railroad car,matûa
pip,ésyag
surmount,kègte
register,gwɔ́g
raft,lelèŋ
envenom,cÿɔ̀b
shuffling,éshʉ́
mental test,lèŋte
vacuous,fɔ̀gɔ
clock time,lekwò
duration,lesàg
figure,lezíŋ
trouble oneself,ḿbége
cabbage,ésíle
pain in the neck,ḿbége
twinge,ésíle
power point,éfʉ́e
issue,masáŋ
recreation,gÿáte
pigeonhole,ésóon
oppress,ésẅɛ́
flock,lelèŋ
constitute,éshʉ́
sound of a gun firing,kélèŋ
dangle,máleŋ
give birth,lezyé
see,cúʼtè
make,ésyag
lightsome,kyɛ̀ʼ
fake,lèŋte
greens,gʉ̀me
stool,lekʉŋ
tag,éshʉa
cuticle,kèpàg
serviceman,katúʼ
accede,kyɛ́d
hammer,lɔ̀ɔn
weak,kyɛ̀ʼ
William Green,gʉ̀me
faecal matter,mapúɔ
walk of life,legúa
splice,kwɛ̀ɛ
rinse off,ésẅag
maw,lepÿé
bother,ḿbége
target,éfʉ́e
rag,éshʉa
kowtow,lekùa
carbohydrate,lʉ̀me
bring in,éshʉ́
Chamaeleon,kénáŋ
fuck up,éfÿág
iv,lekùa
skin,lekùɔ
death,legwé
argufy,lekùɔ
difference,kúbte
wing,lepab
cast away,ésɔɔn
flog,ésyag
pitch,lepwó
post,lepwó
trash,kʉ̀ŋe
absolute majority,lelÿò
cheer up,éséŋe
length,lesàg
wind,lezẅé
crabby,ḿbéŋe
Wisdom of Solomon,legye
plenty,lekʉŋ
car,matûa
amass,ḿbéle
point,letyě
nimbus,legúʼ
beat,kàpàg
passel,lelèŋ
fatten out,éfÿɛ́
super acid,gʉ̀me
swellhead,kíkim
dig up from time to time,éfwɔʼ
muckle,lekʉŋ
solemn,lesẅì
saccharide,lʉ̀me
cakehole,lepÿé
list,lezíŋ
deviation,fègte
clear,kyɛ̀ʼ
crimp,ésíle
fluent,éshʉŋ
nimbus,lefáŋ
fore,kyɛ́d
apprehension,ésíle
insensate,fÿɔ́g
adulterate,éseŋe
variety,gwàte
draw,ésẅíe
sack up,lekÿò
netminder,lekÿò
gladden,lekág
tumid,ésɔgɔ
understand,éshʉ́
discriminate,éfege
pour forth,éfwɔʼ
neglect,éshwo
blight,gwáʼa
marker,lyéen
infliction,ḿbége
ane,mákyè
collide with,ésyag
short,kyɛ̀ʼ
financial aid,kẅétè
play,legÿò
basketful,kèkàg
salvage,ésíle
gymnastic horse,lÿóon
expectant,maŋáʼ
repay,ḿbéŋe
discover,lezíŋ
vanquish,kàpàg
lionise,ésẅɛʼ
number,masáŋ
scant,kyɛ̀ʼ
sputter,ésẅiŋ
misrepresent,kwɔ́g
make a sauce with less seasoning,ésẅag
attach,kwɛ̀ɛ
man,katúʼ
sprain,ésele
betray,éfʉte
clasp,ésẅɛ́
pull together,ḿbéle
strike out,lyéen
prank,ḿbele
ill-tempered,ḿbéŋe
appeal,cùbte
shaggy-haired,fúʼtè
magnificent,lepòŋ
assist,kẅétè
take,éshʉ́
examine,éfʉʼʉ
heading,kábte
unrelenting,léláa
pineapple,lelaŋ
move,lekÿò
quite a little,lekʉŋ
moth-eaten,fÿɔ́g
class,éfege
distinguish,éfege
signal,letÿǒ
discontinue,letyě
endure,májÿò
dry,ḿbeen
roar,lefàŋ
certain,etsɔ́
bully,maŋáʼ
blanched,fɔ́gɔ
guild,késiŋ
legal separation,fàgte
difference,fègte
prow,kyɛ́d
carry through,ésíle
traverse,ḿbéŋe
strain,éfʉʼʉ
suck,ésẅíe
time,lekwò
play,ḿbele
bit,kʉ̀ŋe
romp,ḿbele
toss,lepwó
assure,éshʉ́
jive,máleŋ
numeral,masáŋ
hybridization,ḿbéŋe
ancestor,leŋaŋ
wing,lyagá
juju,cÿɔ̀b
identification number,masáŋ
Asimina triloba,lÿɔ́b
split,éshʉa
bid,ḿbele
cease,letyě
good deal,lekʉŋ
poke,lezẅé
dermatitis,letÿǒ
cyberspace,lekÿò
strike off,lyéen
annexe,lepab
sp. insect,lecʉ̌
African tulip tree,mafúʼ
lake,leteŋ
grade,lyéen
walk,legúɔ
illume,kyɛ̀ʼ
ovalbumin,fɔ́gɔ
turn,masáŋ
nett,lekÿò
address,lelíb
brainiac,legye
James Cook,kwɔ́g
shield,kèpàg
husk,kàpàg
lead on,éfʉte
brand,éshʉ́
renting,jÿɔ́ʼ
genuflect,lekùa
arrive at,ésyag
gondola,matûa
whitened,fɔ́gɔ
resound,legyé
sp. ant,késhʉ
scale,kàpàg
abstemious,kyɛ̀ʼ
stop,letÿǒ
transform,ésẅiʼ
direct,letÿǒ
whiten,fɔ́gɔ
pointedness,letÿǒ
bollock,lepum
jiggery-pokery,fʉ̀te
trade,ésẅiŋ
plebeian,kùlâŋ
look,lefàʼ
slip up,éfeŋe
deference,gùʼte
make,mapúɔ
wit,legye
law of nature,lepʉ̌
empty-bellied,fɔ̀gɔ
be bushy,éshúʼ
bring forth,mameŋ
wisdom,legye
chafe,ḿbége
Begin,ésíʼi
rootage,leŋaŋ
bay window,lekʉŋ
carpenter bee,káfom
recreate,ḿbele
toilet,cÿòon
discourse,cÿɔ́g
k. potatoes mixed with vegetables dish,kàcÿò
entrepot,cʉ̀me
be strange,ḿbéen
pleasure,lekág
adhesive friction,ésẅɛ́
item,feláŋ
plate,kèpàg
diaphragm,letyě
come across,cúʼtè
