en,ngiemboon
scales,fʉ̀ʼ ncʉ̀e
hour,fʉ̀ʼ nèm
calendar,fʉ̀ʼ njÿó
crime; murder,fʉ̌ʼ nò
This child’s crime can no longer be tolerated.,Efʉ̌ʼ nò múɔ wɔɔn cʉ́ʼʉ gẅie ngwɔ́ mé láŋte wɔ́.
each time; all the time,fʉ̀ʼ ntsèm
next year,fʉ̀ʼ páʼɔɔn
Next year I will build my house.,Mèŋ n ge láʼa fʉ̀ʼ páʼɔɔn é kwɛ́ ndá yɔ̀ɔn.
now; immediately,fʉ̀ʼɔɔn
You'll be late if you don't leave now.,"Ɔ̀ lɔɔn tè gʉa fʉ̀ʼɔɔn wɔ́, mbà ɔ̀ ge lí."
imitator,fʉ̀ʼʉ
measurer,fʉ̀ʼʉ
which moment?,fʉ̀ʼʉ kɔ́
When will he come join me?,À ge tó tsɛ́ɛ wɔ́ɔn fʉ̀ʼʉ kɔ́?
metric system; measuring system,fʉ̀ʼʉ mmó
long before; long ago,fʉ̀ʼʉ mvfò
twilight; dusk,fʉ̀ʼʉ nèm kénáŋ
The finch never fails to sing at dusk.,Aneŋe těen ńnyé té zɔbɔ fʉ̀ʼʉ nèm kénáŋ wɔ́.
soon; another time,fʉ̀ʼʉ yɛ̌
See you again very soon.,À cʉ́ʼʉ wɔ́gɔ̀ fʉ̀ʼʉ yɛ̌.
sound of large tubers or large fruit leaving a receptacle (cascading out),fwɔ̀ʼ fwɔ̀ʼ
The avocados take out “fwɔ̀ʼ fwɔ̀ʼ” (cascading) into the bag.,Pîɛ ne ńkẅɛɛ lê fwɔ̀ʼ fwɔ̀ʼ tsɛ̀ɛ pɔ̀ɔn.
grave-digger,fwɔ̀ʼ mepfó
k. cultural dance,fwɔ̀ʼ ssé
one who digs something up,fwɔ̀ʼɔ
"He went to call the one who digs up memories, he dug up until...","À gʉ̌a ńtóŋo fwɔ̀ʼ menò, á tó fwɔʼte tà ..."
Bafoussam,Fwɔ̀ʼsab
cold; air,fÿág
poor person,fÿàg
poverty,fÿàg
winnower; blower,fÿàg
"Winnow the bean there; if you are a winnower, you come to winnow.","Fÿág mekú mɛ; ɔ̀ lɔɔn ńgwɔ́ fÿàga, ɔ̀ tó fÿág."
murderer; assassin; killer,fÿɛ́
castrated goat,fÿɛ̀
sterile animal,fÿɛ́ɛ nɔ̀ɔn
wild animal,fÿɛ́ɛ nɔ̀ɔn
greased animal,fÿɛ́ɛ nɔ̀ɔn
cold; air,fÿɔ́g
poor person,fÿɔ̀g
poverty,fÿɔ̀g
adultery,gàb
It is a shame for a married woman to commit adultery.,Ée shʉ́ mbwo manzwě nzɔ̌ʼ légÿo gàb.
sharing; dividing up,gàb
divisible; divided up,gàbte
The meat is shared.,"Mbab, ee ye gàbte."
very fast,gǎd
The rat crossed very quickly in front of me.,Mbândum zyɛʼɛ́ mvfò mèŋ lê gǎd.
jaw,gág
pharynx; roof of the mouth,gág
(shows a surprise movement),gàg
Don’t “gag” (move by surprise) in front of the boss like this anymore.,Pɔ́ɔn légíŋe ngie gàg mvfò fùɔ pɛ́ʼɛ̀.
part of the thorax,gáŋ
internet,gaŋá
sp. weed,gàŋagáŋa
thorax,gáŋte
diversion; trickery,gáte
sp. insect,gáʼ ngi
annual brachiaria,gáʼa
Deam’s clearweed,gáʼa mevɛ́
Burmann’s basketgrass,gaʼa ncÿɔ̀b
sp. oily herb,gáʼà ndÿɔgɔ́
immediate future (F1),ge
I'm going to see you.,Mèŋ n ge líe gú.
tomorrow future (F3),ge gÿo
He said he will come.,À gɔ̌ɔn ngie à ge gÿo tó.
very distant future (F5),ge láʼ
I will build my house next year.,Mèŋ n ge láʼ kwɛ ndá yɔ̀ɔn fʉ̀ʼ páʼɔɔn.
tomorrow future (F3),ge lu
He will come.,À ge lu tó.
today future (F2),ge piŋ
He will come see you.,À ge piŋ tó gyá gú.
distant future (F4),ge táa
distant future (F4),ge tó tá
They will come and take the money.,"Pɔ́ ge tó tá tó, é kẅé nkáb."
folly; alienation,gèbe
semivowel,gèbe ncwògʉ̀
okra,gegàŋ
spider (generic),gégaŋá
redweed; chocolate weed,gegàŋa nkèsàŋ
garden hibiscus,gegàŋa tsẅɛ
ghost,gegÿɛ́
butterfly (generic),gégÿɛ́
leopard moth; cossid miller moth; carpenter miller moth,gégÿɛ́ ndʉ̀m
blouse,gegÿɛ́ nzsó
sp. vegetable,gèlegÿàʼ
hole; pit,gem
strong cold during times of fog; mist; fog,gém
development; inflation,gèʼe
adultery,gɛ́
"that one; that one there; those; those there (distant demonstrative pronoun referring to class 7, 9 and 10 nouns)",gi
I didn't see anything in the bag; search this one see.,N kaa mmó tsɛ̀ɛ pɔ̀ɔn yɛ̂ gyá ; taʼa gi pɔ̀gɔ gyá.
"that; that ... there; those ... there (distant demonstrative adjective referring to class 7, 9 and 10 nouns)",gi
yours (second person plural possessive pronoun referring back to class 9 nouns),gi
"Here's the corn, take yours.","Ngesáŋ yɔɔn, pí gi."
your (second person plural possessive adjective modifying class 9 nouns),gi
Your house has fallen.,Ndá gi gwě.
your (second person plural possessive adjective modifying class 9 nouns),gi
Come carry your corn.,Tóo ńkaa gi ngesáŋ.
yours (second person plural possessive pronoun referring back to class 7 and 10 nouns),gí
"While carrying the stools, he carried yours.","À tǒ ńkaa mekwɔ̀ʼɔ, ńkaa gí."
your (second person plural possessive adjective modifying class 7 and 10 nouns),gí
Here is your bag.,"Apɔ̀ɔn gí,  á yɔɔn."
your (second person plural emphatic possessive adjective modifying class 7 and 10 nouns),gí
Come and put your stool.,Tóo ńtÿɔ́gɔ gí kwɔ̀ʼɔ.
for you (second person plural possessive object pronoun referring back to class 7 and 10 nouns),gí
"Before you carry the bag, it will carry for you.","À ge gwaa kaa pɔ̀ɔn, é kaa gí."
you; you also (second person plural object pronoun that has an additive function when repeating the subject),gí
Go and join God our father too.,Pí gʉa gí ńtsɛ́ɛ tá wégè Ssé.
"that; who (relative pronoun modifying class 7, 9 and 10 nouns)",gie
Go carry the plate that is placed there to bring.,"Gʉa ńkaa káŋ gie á tyé li, ńdɔg ńtó."
small; little,gígyé
"If you call people, don't call the little ones.","Ɔ̀ lɔɔn ńne ńtóŋo pʉ̀a, tè tóŋo gígyé."
minute; tiny,gígyé
This avocado tree always produces tiny fruits.,"Atÿǒ pîɛ yɔɔn, áa gwe pɔ́ gígyé metɔ̌ɔn."
cultivated squash calabash,gígyé sésɔg
alone,gíle yé
The one who lives alone has pierced the raffia upside down.,Zɔ́g gílé yé la shʉ́a nkʉ̌a nkàʼ.
friend (call),gíyɛʼ
(shows contempt),gìʼi
Hey! What are you doing like this?,Gìʼi! Yɛ̂ kɔ́ gie à gÿo pɛ́ʼɛ?
hollow; hole; pit; grave,gǒon
verb,gɔ̀ɔn
person who keeps his promises,gɔ̀ɔn ńgÿo
invitation,gú
you (second person singular object pronoun),gú
I'm looking at you.,N díe gú.
yours (second person singular possessive pronoun referring back to class 3 nouns),gú
"Your father divided the field, and gave yours little.","Tá gẅi gǎb nkáʼ, ńná gú é kɔ́g."
your (second person singular possessive adjective modifying class 3 nouns),gú
your (second person singular emphatic possessive adjective modifying class 3 nouns),gú
yours (second person singular possessive pronoun referring back to class 1 nouns),gù
"I stopped my chicken, stop yours.","Mèŋ n gwǒon mêngáb wɔ̀ɔn, gwoon gù."
your (second person singular possessive adjective modifying class 1 nouns),gù
your (second person singular emphatic possessive adjective modifying class 1 nouns),gù
you yourself (second person singular emphatic subject pronoun),gù
"If you hurt someone else's child, your child will suffer.","Ɔ̀ lɔɔn ńtóŋo míŋ nyìŋ té poŋ, mbà gù zɔ ge zẅíŋ."
sound of air going quickly by,gû
The air “gû” (passed suddenly) on my face.,Efÿág gÿǒ lê gû shÿó mèŋ.
(shows contempt),gu û
“Gu û”! How do you eat like a pig?,Gu û! Ɔ̀ pfɛ́ɛ mmó páʼ kúnɔ̀ɔn lá?
human children,gubé
umbrella,gùbe
(cry of blame),gúcʉʉ
He said “gúcʉʉ” and hid his gender.,"A gɔ̌ɔn ngie gúcʉʉ, á pwoon ntsẅɛ̀ʼ ye."
bark (dog),gûg
ample,gùgùbo
I saw him dressed in a loose outfit.,Mèŋ n gyǎ yé á maʼa gùgùbo nzsǒ.
hosanna (celebrating glory),gugẅî
Hosanna! The Lord is resurrected.,Gugẅî! Cʉ̀apʉ̀a zǐme na legwé.
irony,gúlaandɔɔn
(showing contempt),gulû
“Gulu”! Where will you go with these stolen items?,Gulû! Ɔ̀ ge cʉa nzɔ̌ le shúm tsǒŋ sɛ̂ loo?
crowned eagle,gúm ndóŋ
farm,gùmo
truss; frame; rafter,gùmopàʼa
sickness,guɔ
endemic disease,guɔ pàga láʼ
hotel,gutê
"If you arrive abroad, spend the night in a hotel.","Ɔ̀ lɔɔn tóo túm, ɔ̀ láʼa gutê."
Buea,Guyà
sp. mushroom with large head and long stem,gúʼ
(shows contempt),guʼ ú
“Guʼú”! Is that what you always talk about?,Guʼ ú! Tà á nyé pɔ́ yɛ̌ gie ɔ̀ shwóŋo?
respect; honour,gùʼte
sp. weed,gúʼu nɔ̀ɔn panzwě
sp. weed,gúʼunɔ̀ɔn
cup; goblet,gʉ̌
calabash for oil,gʉ̌ mevɛ́
calabash for collecting wine,gʉ̌ nkʉ́a
cup; goblet; k. bowl from a calabash,gʉ̌ ntse
calabash used for drinking,gʉ̌ tÿóon
going; leaving,gʉ̀a
"The way there is easy, but the way back is difficult.","Agʉ̀a té tʉ, apìŋ zɔ̌ nò."
lunatic,gʉ̀gʉ̀
imbecile,gʉ̀gʉ̀
ridiculous thing,gʉ̀gʉ̀ʉ nò
butterfly (generic),gʉgÿɛ́
"very red (fruit, skin, blood)",gʉ́m
The blacksmith's embers are very red.,Legɔ̀ʼ mmɔ́g tàalɔ̀ɔn páŋa lê gʉ́m.
silk-cotton tree,gʉ́m
strong cold during times of fog; mist; fog,gʉ́m
green,gʉ̀me
log,gʉ̀me mmɔ́g
asthma; bronchitis,gʉ̀ŋe
niggardly; stingy; invader; pillager,gʉ̀ŋe ńkÿɛ́
deflection; diversion,gʉ̀ŋe nzsè
stainless steel,gʉ́ʼ
cry,gwá
blade; chisel; pair of scissors,gwà
sp. tree,gwà
sound of cloth ripping or rain beating down,gwâ
His clothes were torn like “gwâ”.,Nzsǒ ye shʉ̌a lê gwâ.
saucepan,gwág
cowpea leaf,gwága mekú
mouth; mouthpiece; estuary; delta,gwága ntse
famine; food shortage,gwáŋa
mixture,gwàte
epilepsy,gwáʼ
k. cultural dance,gwaʼ ntaŋ
plague; pest,gwáʼa
tulip tree,gwèle ntʉ̀
siala,gwèle sẅɛ̀ʼɛ
boundary tree,gwèle sẅɛ̀ʼɛ
profile; side; flank,gwǒŋ
hook; pitchfork,gwɔ̀bɔ
trick; trickery; exploitation,gwɔ́bte
file,gwɔ́g
k. musical instrument,gwɔ́gɔ mbɔ̀ɔn
sp. tree,gẅà
comedy,gẅe megʉa
smile,gẅète
that one; that one there (distant demonstrative pronoun referring to class 1 and 3 nouns),gẅi
This field is bigger than that one.,Nkáʼ wɔɔn fáŋ ńcʉa gẅi.
that; that ... there (distant demonstrative adjective referring to class 1 and 3 nouns),gẅi
yours (second person singular possessive pronoun referring back to class 1 nouns),gẅi
"Among the chickens there, stop yours.","Gʉa na ngáb gi, ńgwoon gẅi."
your (second person singular possessive adjective modifying class 1 nouns),gẅi
your (second person plural emphatic possessive adjective modifying class 1 nouns),gẅi
for you (second person plural possessive object pronoun referring back to class 1 nouns),gẅi
you (second person plural object pronoun),gẅí
I'm calling you.,N tóŋo gẅí.
yours (second person singular possessive pronoun referring back to class 3 nouns),gẅí
"Here is our field, where is yours.","Nkáʼ wég wɔɔn, é gẅí gwɔ́."
your (second person singular possessive adjective modifying class 3 nouns),gẅí
your (second person plural emphatic possessive adjective modifying class 3 nouns),gẅí
for you (second person plural possessive object pronoun referring back to class 3 nouns),gẅí
that; who (relative pronoun modifying class 1 and 3 nouns),gẅie
Come and take the wood that is here to leave.,Tóo ḿbí nkẅíŋ gẅie é nuŋe jʉʼɔɔn lɔɔn ńdɔg ńgʉa.
step; rung,gẅǐɛ
It takes three steps for this thing to succeed.,Á zɛ́tè megẅǐɛ mentá tá mmo yɔɔn poŋ.
long-eared owl,gẅílíd
hooting (owl),gẅílílíd
The owl hoots “gẅílílíd”.,Andʉ̀m tǒŋ lê gẅílílíd.
poor soul; unfortunate creature,gyà ngɔ́ʼ
watch,gyà njÿo
denouncer; informer,gyà ńkyag
narrator,gyà shwóŋ
mirror,gyà shÿó
anger; quarrel,gyáŋa lóŋ
taste; smell; flavour,gyě
esplanade of the chief’s compound; public place,gyɛ̌
abundance,gyɔ́ɔn
Abundance kills the grass.,Agyɔ́ɔn sẅɛ́ nzẅíŋ.
much; lot of,gyɔ́ɔn
He has a lot of money.,À gẅiin nkáb tà é gyɔ́ɔn.
anthill; termite mound,gÿàŋa
deposit; mine,gÿàŋa
diversion; trickery,gÿáte
concubinage; cohabitation,gÿɛ́
tomorrow future (F3),gÿo
conscious,gÿo nzsé
prison,gÿòon kèm
strong wine,hà
half,háb
sound of laughing,hàhàhà
iron (clothes),hányàŋ
(showing surprise),háyaʼ
(showing distrust),heen
Eh ! Theft is not good.,Heen! Etsǒŋ té poŋ.
(issuing a threat),heen éen een
"“Hèen een een”! If I lay my hand on you, you will regret the day you were born.","Hèen éen een! N dɔɔn ńzáb mbwó na gù, ɔ̀ lʉa mmó gie á la gÿo mé zyé ɔ́."
k. disease,hége
yours (second person singular possessive pronoun referring back to class 7 and 10 nouns),jú
My bag is small even though yours should be.,Apɔ̀ɔn yɔ́ɔn kɔ́gɔ páʼɔɔn mbà jú zɔ̌ kɔʼɔ́ kɔ́g.
your (second person singular possessive adjective modifying class 7 and 10 nouns),jú
your (second person singular emphatic possessive adjective modifying class 7 and 10 nouns),jú
for you (second person singular possessive pronoun referring back to class 7 and 10 nouns),jú
you; also (second person singular object pronoun with an additive function when it repeats the subject),jú
"As they passed this way, come also we pass this way.","Páʼ pɔ́ pfǒ gi la, tó jú pɔ́gɔ pfó yɔɔn."
yours (second person singular possessive pronoun referring back to class 9 nouns),jù
"If we build my house this year, next year we will build yours.","Pɔ́gɔ̀ lɔɔn ńkwɛ́ ndá yɔ̀ɔn ngùʼɔɔn, fʉ̀ʼ páʼɔɔn pɔ́gɔ̀ kwɛ́ jù."
your (second person singular possessive adjective modifying class 9 nouns),jù
your (second person singular emphatic possessive adjective modifying class 9 nouns),jù
Bazou,Jû
aluminium,jùa
dry,jùbe
Dry land does not produce food well.,Jùbe tsetsáʼ té kwɔ́ʼ shúm léjÿó mboŋó wɔ.
foundation,júbo ntaŋ
dry,jùmo
yesterday,jǔɔ
tomorrow,jǔɔ
yesterday,jǔɔ gẅie à ka tɔ̌g
tomorrow,jǔɔ gẅie à ne ntóo
yesterday,jǔɔ mvfò
tomorrow,jǔɔ nzèm
yam (generic),júʼ
sp. West African yam,júʼu féfɔ́gɔ
sp. West African yam,júʼu kwéʼe tÿǒ
sp. West African yam,júʼu ngwá
audio-visual; television,jùʼu ngyá
communicator; radio; canary; snitch,jùʼu shwóŋ
sp. West African yam,júʼu sẅìŋ
sp. West African yam,júʼu zigé
funnel,jʉ́a
yours and ours (first person plural inclusive possessive pronoun referring back to class 7 and 10 nouns),jʉ́gè
yours and ours (first person plural inclusive possessive adjective modifying class 7 and 10 nouns),jʉ́gè
yours and ours (first person plural inclusive emphatic possessive adjective modifying class 7 and 10 nouns),jʉ́gè
ours (first person plural inclusive pronoun referring back to class 9 nouns),jʉ̀ge
our (first person plural inclusive adjective modifying class 9 nouns),jʉ̀ge
our (first person plural inclusive emphatic adjective modifying class 9 nouns),jʉ̀ge
drawing; image,jʉ́jʉ́ŋ
Cape gooseberry,jʉ̀jÿó
sp. weed,jʉ̀jÿó méshʉŋ
slender wild cape gooseberry,jʉ̀jÿó ndÿɔgɔ́
sp. ant (yellow and small),jʉ́jÿó pwɔʼ
sheet metal,jʉ̂ŋ
good smells,jʉŋe
sp. waxbill finch,jʉŋé
red-cheeked cordon-bleu,jʉŋé ntʉ̀
black-crowned waxbill,jʉŋé pʉ̀pÿɛ̂
seat; place,jʉʼ
weather; time; atmosphere,jʉʼ
"In the evening, the weather begins to get dark.","Áa ncwò nzem, ejʉʼ zye lésíŋ."
vigil,jʉ́ʼ kʉŋ
"If you want to talk to someone separately, remove yourself from the security guards.","Pi nyìŋ lɔɔn ńge ńtÿɔ́g ntsem, pi yé fó tsetsɛ̀ɛ pajʉ́ʼ kʉŋ ńkẅɛ."
there,jʉʼɛ
Door to put where you are placed.,Kaa ńzába jʉʼɛ gie ɔ̀ tyé wó lɛ̀.
here,jʉʼɔɔn
I will take to put here.,Mèŋ n ge pí ńnuŋe jʉʼɔɔn.
there,jʉʼʉ
Door to put where you are placed.,Kaa ńzába jʉʼʉ gie ɔ̀ tyé wó lɛ̀.
dysentery,jʉʼʉ kwɔ́ʼ
shade,jʉʼʉ sẅisẅé
sound of a bundle of bamboo falling on the ground,jwàʼ
He threw the bundle of bamboo and it fell “jwàʼ”.,"À mǎʼ mbwɔ̀ʼ ndʉŋ, é gwe lê jwàʼ."
sp. tree,jwóŋ
laziness,jwóŋ
Laziness has meant that my work is not finished.,Jwóŋ pǔ ńgÿo fàʼ yɔ́ɔn té mag.
disfigured child,jwòŋmbì
long reach; extension cord,jwòŋo
lightness,jyâjyâ
nonsense,jyâjyâ
sound of air moving,jÿâ
The wind passed that “jӱâ”.,Fefa cʉ̌a lê jӱâ.
dish; meal; food,jÿó
There is drink but no food.,Melùʼ ée ssé tá jÿó té wó wɔ́.
ungrateful person,jÿònjÿɔg ncwò
drug (drug user slang),jÿòŋ
"If you have some drugs there, give it to me so I can get stronger.","Ɔ̀ lɔɔn ńgẅiin méjʉʼʉ jÿòŋ jʉʼɛ, ɔ̀ náa wɔ́ɔn, n dɔg ńkwɛ́ nnɛ́."
short-log,jÿɔ̀g
demi-john; jug,jÿɔ̂g
broom,jÿɔ̀gɔ
inheritance; heritage,jÿɔ́ʼ
rental,jÿɔ́ʼ
to rent,jÿɔ́ʼ
"""vampire"" (in local English); pregnant woman who makes her unborn child disappear by spiritual means",jÿɔ̀ʼ (mi)
cupboard; poster,jÿɔ́ʼɔ
lock; padlock; fastener,jÿɔ̀ʼɔ
closing; fastener,jÿɔ̀ʼɔ ndá
yesterday past (P3),ka
"He didn't come today, he came yesterday.",À kaa tó lyɛʼɔɔn wɔ́ ; à ka tó jǔɔ.
question mark,ka
Is he coming?,A ne ńtóo ka?
circle; probe,ká
if; maybe; perhaps; or,kà
I don't know if he's going to come.,Mèŋ n te ne ńzsé kà à ge tó wó wɔ́.
not,kaa
He did not eat because of the illness.,À kaa jÿó ńtí guɔ.
isn’t it?,káa
"You ate and refused to drink water, right?",Pi pfɛ̌ mmó ńdʉʼʉ lénú ntse káa?
not,kaa ... wɔ́
The child did not eat anything.,Múɔ kaa pfɛ́ɛ tsɔ́ mmó wɔ́.
ceiling,káa pàʼa
k. construction implement for a straw hut,káa tàŋa
prostitute,káa tÿó
coffee (generic),kàafée
cocoa,kàaká
barrel,káasè
pigsty,kab
pipe,káb
very clean,kâb
This silver note is very clean.,Affo nkáb yɔɔn síi lê kâb.
scatterbrain; uninformed,kâb ndá
maternity clothes; women’s dance clothes,kàba
wink,kàba lejÿɔ́g
"That wink you give all the time, why is that?",Kàba lejÿɔ́ʼ gẅie ɔ̀ maʼa ngʉ̀a ngʉa aa we kɔ́?
apiary,kaba nŋwáʼ
gallery; grandstand,kábte
umbrella,kàbte
croustade; crust,kacÿò
k. potatoes mixed with vegetables dish; leftover corn couscous grilled to bottom of pot,kàcÿò
very fast,kǎd
The mouse passed very quickly (quickly) in the house.,Cʉ̀cʉ̀a zyɛʼɛ́ ssé ndá lê kǎd.
carpenter bee,káfom
basket,kàg
sp. fish,kága
(shows impatience; shows distrust),kákaa
"I came, he hit me seriously as if he was impatiently waiting for me to do it.","N tóo, á cúa wɔ́ɔn tà ńdɔgɔ gɔɔn pɔ́ ngie kákaa tà ɔɔn fɔ̌ɔn ńtó wɔ́!"
knuckle,kàkẅì
if,kála
If I could only have money!,Kála n gẅiin nkáb!
dryer,kàlàngá
oil,kàlàsí
boxer shorts; bathing slip; bathing suit,kàlasôŋ
melon,kalém
eucalyptus,kàletúsè
carrot,kalɔ̂d
Cameroon,Kàmalûm
nursery rhyme; counting rhyme (game),kànàlínè
k. cultural dance,kànɔ̀ɔn
palm-kernel,kánɔ́ɔnsè
child with a naval wound up since birth,kántoŋ
dugout canoe,kanúʼ
basket,kánzà
basket,kánzì
basket,kánzɔɔn
plate,káŋ
squirrel (generic),kàŋ
aluminium plate,káŋa jùa
speckled plate,káŋa mekéle
sp. speckled beans,káŋa mekéle
striped ground squirrel,kàŋa ssé
army; soldier,káŋa twó
helmet,káŋa twó
Gambian sun squirrel,kàŋa tÿǒ
sp. cocoyam,káŋfelé
cancer,kaŋsɛ̂
k. condiment,káŋwɔ́ɔn
ancient money,kápà
k. calabash used in the past as a plate and tumbler,kàpàg
shell,kàpàg
sword; dagger,kapáŋapùʼ
ground beans,kàpìd
carpenter,kápíndɔ̀ɔn
afep pigeon,kàpʉ̀ŋ
Bruce’s green pigeon,kàpʉ̀ŋe mbÿě
emperor,kásà
cassava (generic),kasálà
sp. white cassava,kasálà féfɔ́gɔ
sp. red cassava,kasálà pepàŋ
shit (showing indignation),kàsànetíʼ
Shit ! Who are you doing this to?,Kàsànetíʼ! Ɔ̀ gÿo mmó yɛ né wɔ̌?
k. child’s game to be able to eat,kàsàʼa
croustade; crust,kashÿò
African walnut,kásó
letter,kàte
Catholic,kàtolé
sp. cricket (small size),kátsyé mànku
serviceman; soldier,katúʼ
k. bowl made from a calabash,kàtùʼu
cleanliness,katẅɛ̀
so that; even though,káʼa
He says he must not eat while he is still hungry.,À gɔɔn ngie à tè pfɛ́ wɔ́ káʼa nzyè ké ne ńgyáŋa yé gyǎŋ.
calabash for wine (curved end),kàʼa
cheerfulness,kàʼte
all the same (P3),ké
Tâm still came.,Tâm ké tó tó.
perfective counter-expectation today past,kě
It just arrived anyway.,À kě ńtó tó.
what,kee
"He said what? He's sick, isn't he?",À gɔ̌ɔn ngie kee? Ńgie à ne ńguɔ káa?
already (P3),keen
He has already come.,À keen ńtó.
that,keen
You mean you don't understand?,Pi faʼa légɔɔn ngie pi kaa júʼu keen?
emphatic perfective counter-expectation yesterday past,kéen
His children all abandoned him to go abroad.,Gubé yé kéen ńgwáʼa yé ńgʉa lé túm metsèm.
already (P2),kěen
You've already come so far as to start chatting.,"Ɔ̀ kěen ńtó, tà ńzye leshwóŋo shwǒŋ."
emphatic perfective counter-expectation today past,kěen
You've already come so far as to start chatting.,"Ɔ̀ kěen ńtó, tà ńzye leshwóŋo shwǒŋ."
incident; discord; scaly,kège
avarice,kègɔ̀ʼ
scale; shell,kègte
pellet bell anklet,kéjyága
basket,kèkàg
crate,kèkàg
in vain; unsuccessfully,kékáŋ
"He took my money, I asked for it in vain.","À pǐ nkáb yɔ̀ɔn, n kẅé kékáŋ."
bagasse from palmnuts,kekáŋa letÿǒon
reed; elephant grass; Napier grass,kekàʼa
wrinkle duck beak; saromacca grass,kekàʼa ndóŋ
absolutely nothing,kěkě
I'm nothing at all.,Mèŋ ee te kěkě.
scale; shell,kèkège
small; little; thin; skinny,kékɔ́gɔ
Don't give the big knife; only give the small one.,Tè náa pùʼ we lÿò; ná pɔ́ we kékɔ́gɔ.
lower case letter,kékɔ́gɔ menÿɔ́g
isn’t it?,kekɔ́ɔ
"By that you mean we were leaving, right?",Ɔ̀ lɔgɔ ńgɔɔn ngie pɔ́gɔ̀ gʉa kekɔ́ɔ?
cornbread,kèkɔ̀ɔn
sp. tree,kékɔ́ʼ
mole cricket,kèkɔ̀ʼ
woodpecker (generic),kékɔ́ʼ metÿǒ
woodcutter,kékɔ́ʼ metÿǒ
sp. mole-cricket,kèkɔ̀ʼ ncÿɔ̀ʼɔ
sp. weed,kekwóŋ
ram; male sheep,kèkwòon
k. disease,kekwɔ́g
big; large; tall; thick,kèkwɔ̀ʼɔ
comb; crest; ridge,kekÿɛ̀
thumb piano,kekÿɛ̀
wheelbarrow,kélêg
second-hand (shoe),kèlekàʼ
puffback shrike,kéléndeŋ
sound of a gun firing,kélèŋ
We fired the gun and it went “kélèŋ”.,"Mé těm ngǔ, é gÿo lê kélèŋ."
Christmas,kelésemî
Christian,kelétè
k. cultural dance,kelɔ̂g
informing; vain commentary; turmoil; litany,kélɔɔn
stump; piece; slice,kèm
very calm,kěm
Tam got married; his wife is very calm.,"Tâm ka zɔ́ʼɔ nzwě we, á láŋte lê kěm."
mediation; negotiation,kěm
funeral,kème legwe
stick,kème mmó
variable burrowing asp,kème nnú
armless man; one-armed man,kème pwó
k. riddle (object hidden in the hand),kème pwó mmó
pants; knickers,kème shùu kwò
leech,kèmùʼu
chameleon (generic),kénáŋ
Eisentraut’s chameleon,kénáŋ mandóŋ
congograss; speargrass; swordgrass,kénʉʼ
sp. weed,kénʉʼ ssé
(starting signal),kényǎŋ
"Say “kényǎŋ”, I’m leaving, you see.","Gɔ̌ɔn ngie kényǎŋ, n gʉa ɔ̀ gyá."
sound of a bell ringing,kéŋ
He hit the bell and it went “kéŋ”.,À cǔa ŋwʉ́ŋe á gye lê kéŋ.
shell,kèpàg
ancient money,képàʼ
sp. ant,késhʉ
hiccup,késhʉʼ
k. cultural dance,késhʉʼ
club; bludgeon,késiŋ
club; bludgeon,késiŋ
under the bed,kesse kǔ
lapping (waves),kétáʼtǔm
gallop,kètsɔ̀ʼ
waste salt,kèyàga
song from a heroic dance,kéyàʼ
what,kɛ̂
What did you tell me?,Ɔ̀ gɔ̌ɔn né mèŋ ńgie kɛ̂?
key; padlock,kí
pigsty,kì
sound of something moving without giving notice,kìb
He jumps to stand in front of me as “kìb”.,"Á kyɛ́, ńtyé mvfò mèŋ lê kìb."
quarter of beef,kìb
booty; spoils,kíbà
sound of cloth ripping,kîɛ
He tore the loincloth and it went “kîɛ”.,À shʉ̌a sànzà á gÿo lê kîɛ.
sp. fruit,kíi nnáʼ
zebra mouse,kíkí màwàʼ
bad wine,kikíi melùʼ
egoist,kíkim
"spongy bone, especially chops",kíkyé
one of something,kíkyè
"I only asked, I didn't say to give me such a thing.","N dǔɔ pɔ́ mmó, n kaa gɔɔn ngie ɔ̀ náa mmó kíkyè wɔ́."
sessile joyweed,kíkyɛ́d
kilometre,kílòmità
egoist,kim
piece of meat; part of a dividing up,kìm
common bulbul,kìm ntse ntsẅɛ̀ʼɛ
soldier with scarred cheeks,kímoonmbî
pithaya cherry,kînáʼ
infertility; barrenness,kǐŋ
Infertility is a disease.,Ekǐŋ ée guɔ.
sp. ant,kíshʉ
cliff,kòon
cotton,kotôŋ
what,kɔ́
What are you getting from me?,Ɔ̀ kẅé kɔ́ mbwó mèŋ?
take! (irregular imperative),kɔ̀
"Take it, you're going to give it to your father!",Kɔ̀ ńgʉa ńná né tá gù.
lazy person,kɔ̀ mpfɛ́ ndyé
"I begged a lazy man to carry my bag, he refused.","E sẅiŋté tsɔ̌ kɔ̀ mpfɛ́ ńdyé ńgie à kaa pɔ̀ɔn yɔ́ɔn, á lʉʼ."
I gain nothing? I’m not interested,kɔ yɔ́ɔn áa mǒ
The child who says “I have nothing to gain from it” is a badly behaved child.,"A kɔ́ yɔ́ɔn mǒ wɔ́ɔ, à tè míŋ nyìŋ wɔ́."
box,kɔ́b
judgement,kɔ̂d
sound of someone coughing,kɔ́hɔ̀ʼ
He coughed that “kɔ́hɔ̀ʼ”.,À kẅǎg lê kɔ́hɔ̀ʼ.
anything; everything,kɔ̀ɔkɔ́ɔ
