en,ngiemboon
but the wise took oil in their vessels with their lamps.,"Epie é la gẅiin legye la gwaa kaa melâm pɔ́b, ńgíŋe ńnéŋ tsɔ́ mèvɛ tsɛ̀ɛ tsɔ́ mmó ndyɛ̀’ɛ ńgẅiin."
"While the bridegroom tarried, they all slumbered and slept.","Nyìŋ gẅie à gee ńzɔ́’ɔ, à tè tɔ́g ńtó wɔ́, pɔ́ ńnéŋe tà lelɔ́g gwoon wɔ́b pɔ́ lyéte."
"And at midnight there was a cry made, Behold, the bridegroom cometh; go ye out to meet him.","Tsɛ̀ɛ tsẅɛ́’ ku’, mé jú’ nyìŋ lɔg ngyè tetʉ̀ ngie: Nyìŋ gẅie à ge ńzɔ́’ɔ wɔɔn gẅie à tóo lɔɔn, pi kẅɛ ńgʉa ńzá’a yé."
"Then all those virgins arose, and trimmed their lamps.","Epûɔ ngùɔ pà metsèm leen ńzyeen, wɔ̌wɔɔ kwé’e nkÿo lâm wé."
"And the foolish said unto the wise, Give us of your oil; for our lamps are gone out.","Epie é té legye gẅiin la, gɔɔn mbwó pie é gẅiin legye ngie: Epég melâm ne ḿbyé, pi náa wég mejʉ’ ná mèvɛ mí."
"But he answered and said, Verily I say unto you, I know you not.","Tá á gɔɔn né pɔ́b ngie: Tá mèŋ shwóŋó gẅí, kwà’ nénʉ́, mèŋ n tě ne ńzsé gẅi wɔ́."
"Then he that had received the five talents went and traded with the same, and madethemother five talents.","Ngàŋa fà’ gẅie mé la nyé nkáb pàg nkÿo tʉ̀a né ye, cʉ́’ ńgwóon ńdwo ńtáŋ ye, tà ńjÿó tsɔ̌ pàg nkÿo tʉ̀a."
"And likewise he thathad receivedtwo, he also gained other two.","Nyìŋ gẅie mé la nyé ye pàg nkÿo pʉ́a, gíŋe ńjÿó yé tsɔ̌ pàg nkÿo pʉ́a."
"But he that had received one went and digged in the earth, and hid his lord's money.","Tá’, nyìŋ gẅie mé la nyé pàg nkÿo né yé la, gʉa ńtúŋo gem tsɛ̀ɛ tsetsá’, ńde’e nkáb tá we tsɛ̀ɛ wó."
"After a long time the lord of those servants cometh, and reckoneth with them.","Ntyě ná’a sag, tá pà megàŋa fà’ pɔɔn méntá piŋ nzèm, ńtóŋo wɔ́b ńzɛ́te pá’ pɔ́ ka cʉ̌’ ńgÿo ná nkáb pú’u."
"and I was afraid, and went and hid thy talent in the earth: lo,therethou hastthat isthine.","N ka ne ḿbɔ́gɔ gú, ńgʉa ńde’e mepàg nkáb mú tsɛ̀ɛ tsetsá’, é mɔɔn! Nkáb jù yɛ̂."
"Take therefore the talent from him, and giveitunto him which hath ten talents.","Pi kẅé nkáb mɛ́ pàg nkÿo mbwó yé, ńnáa mbwó nyìŋ gẅie à gẅiin pàg ntsá’,"
And cast ye the unprofitable servant into outer darkness: there shall be weeping and gnashing of teeth.,"Pi gwoon ngàŋa fà’ we tè ku’u ná tsɔ́ nò wɛ̂, ḿma’a yé pí tsɛ̀ɛ mwòon nzém. À ńnéŋe wó ńdʉa, lóŋ we ne ffó"
"and he shall set the sheep on his right hand, but the goats on the left.","é tÿɔ́g*menjʉ̀njÿò ná gwǒŋo pwó yé ye tʉ̀, é tÿɔ́g mvfó ntʉ̀ ná gwǒŋo pwó yé ye kyɛ̀bɛ."
"for I was an hungred, and ye gave me meat: I was thirsty, and ye gave me drink: I was a stranger, and ye took me in:","Á nue, nzyè la ne ńgyáŋa wɔ̀ɔn, pi náa mmó m pfɛ́, àgág yɔ́ɔn ne shÿó, pi ná ntse n nú, n daa ngʉ̀ pie kúe wɔ̀ɔn."
"naked, and ye clothed me: I was sick, and ye visited me: I was in prison, and ye came unto me.","N daa tè nzsǒ pi ná nzsǒ, m ma’. N da ne ńguɔ, pi tó fóŋo wɔ̀ɔn. N daa ndá tsǎŋ, pi tó ńdíe wɔ̀ɔn."
"When saw we thee a stranger, and tooktheein? or naked, and clothedthee?","Ɔ̀ laa ngʉ̀ pá’ɔɔn síŋe, tà peg kúe gú? Ɔ̀ laa tè nzsǒ síŋe tà peg ná nzsǒ ɔ̀ ma’?"
"Or when saw we thee sick, or in prison, and came unto thee?","Ɔ̀ laa síŋe ne ńguɔ, ńgwɔ́ ndá tsǎŋ síŋe tà peg tó ńdíe gú?"
"for I was an hungred, and ye gave me no meat: I was thirsty, and ye gave me no drink:","Á nue nzyè la gyáŋa wɔ̀ɔn, pi tè náa mmó m pfɛ́ wɔ́, àgág yɔ́ɔn shÿó, pi tè ná ntse mèŋ n nú wɔ́."
"And it came to pass, when Jesus had finished all these sayings, he said unto his disciples,","Yěsô la zí’i nò Ssé mbwó pʉ̀a tà ńcÿé jʉ’, ńgɔɔn mbwó*ngàŋa kwò yé ngie:"
"Ye know that after two days isthe feast ofthe passover, and the Son of man is betrayed to be crucified.","Pi zsé ngie, é cʉ́’ʉ ńzága pɔ́ lyɛ̌’ sépʉ́a mé jÿó línɔ́ɔn*Páskà. Mé ge sẅiŋe*Míŋ Nyìŋ, mé kime yé ná tÿǒ nkǐ."
"and consulted that they might take Jesus by subtilty, and killhim.","ńcú’te pú’u, ńzáb ngie pɔ́ ge shúte gwoon Yěsô, é zẅé yé."
"But they said, Not on the feastday, lest there be an uproar among the people.","Tá tà mé ké ńgwoon yé lyɛ’ɛ́ línɔ́ɔn, ḿbɔ́gɔ lá’ létág jʉ’."
"Now when Jesus was in Bethany, in the house of Simon the leper,","Yěsô gÿo ńgwɔ́ Mbetáni, á ndá Símo,*ngàŋ nkà’ pǎb,"
"But when his disciples sawit, they had indignation, saying, To what purposeisthis waste?","*Ngàŋa kwò Yěsô gyá, á pÿɔ́gɔ wɔ́b tɛ’, pɔ́ zẅɛ́te ngie: À sěen ńcʉŋte yɔɔn làméndɔ́ɔn mélà’a kɔ́?"
"For this ointment might have been sold for much, and given to the poor.","Á ké ńgwɔ́ mé sẅiŋ, ńkẅé máa nkáb, ńnáa mbwó mepóŋ."
"When Jesus understoodit, he said unto them,Why trouble ye the woman? for she hath wrought a good work upon me.","Yěsô zsé nkwaŋá wɔ́b, ńgɔɔn mbwó pɔ́b ngie: Pi zẅɛ́te mélà’a kɔ́? À gÿǒ pɔ́ nò mbòŋo ná mèŋ."
For ye have the poor always with you; but me ye have not always.,"Pi ge ne gyá mepóŋ pɔ́ fʉ̀’ ntsèm, tá ńgʉa ná mèŋ, mbà pege tè gwɔ́ pɔ́ fʉ̀’ ntsèm wɔ́."
"For in that she hath poured this ointment on my body, she diditfor my burial.","Manzwě wɔɔn lɔgɔ yɔɔn làméndɔ́ɔn ńzɔ́’ɔ mbùm yɔ̀ɔn, ńdɔgɔ ńtʉ́ʉ njÿó ńzɔ́’ɔ wɔ̀ɔn tá mé taa ńnéŋe wɔ̀ɔn lesyè."
"Then one of the twelve, called Judas Iscariot, went unto the chief priests,","Àtsɔ̌ tà’ nyìŋ ná pʉ̀a ntsɔ̀b pʉ́a nê legém, lezíŋ sé gwɔ́ Jẅidas Iskariod, a gʉa ńgyá*metándá pànùŋe pwɔ́’,"
And from that time he sought opportunity to betray him.,"Á kẅé, ńzye léfa’ shÿó pá’ à ge sẅiŋe Yěsô mbwó pɔ́b."
And the disciples did as Jesus had appointed them; and they made ready the passover.,"*Ngàŋa kwò yé gÿo pɔ́ ndʉŋ ndʉŋ pá’ à tsẅǐ, ńcwoŋte shúm léjÿó*Páskà jʉ’ó."
"Now when the even was come, he sat down with the twelve.","Á gÿo ńgwɔ́ ncwò nzém, Yěsô pâ*ngàŋa kwò yé ntsɔ̀b pʉ́a nê legém ńnéŋe ssé lépfɛ́ɛ mmó."
"And as they did eat, he said,Verily I say unto you, that one of you shall betray me.","Pɔ́ ne ḿpfɛ́ɛ mmó, Yěsô gɔɔn ngie: Mèŋ shwóŋó gẅí, kwà’ nénʉ́, àtsɔ̌ tà’ nyìŋ tsetsɛ̀ɛ pi gee sẅiŋ mèŋ."
"And they were exceeding sorrowful, and began every one of them to say unto him, Lord, is it I?","Pɔ́ jú’, ḿbú ḿmÿɔg, àwɔ̌wɔɔ ná pɔ́b wɔ́ zɛ́te ngie: À Ndè, ńgwɔ́ á gwɔ́ wɔ̀ɔn?"
"And he answered and said,He that dippethhishand with me in the dish, the same shall betray me.","Yěsô tsɔ́’ɔ mbwó pɔ́b ngie: Nyìŋ gẅie pwó yég yé fóo lépumte tsɛ̀ɛ ngwʉ̌ŋ, aa nyìŋ gẅie à ge sẅiŋe wɔ̀ɔn."
"Then Judas, which betrayed him, answered and said, Master, is it I? He said unto him,Thou hast said.","Jẅidas, ngàŋ menáŋ wɛ̌, zɛ́te yé Yěsô ngie: Tsítsà ɔ̀ gɔɔn wɔ̀ɔn ka? Yěsô tsɔ́’ɔ mbwó yé ngie: Gù zɔ kě ńgɔɔn!"
"And he took the cup, and gave thanks, and gaveitto them, saying,Drink ye all of it;","ńgíŋe ńkaa ntú’ melù’, ńná ndǎg mbwó Ssé, ńgwaa náa mbwó*ngàŋa kwò yé, ńgɔɔn ngie: Pi kɔ̀ ḿbú ńnú metsèm."
"And when they had sung an hymn, they went out into the mount of Olives.","Pâ pɔ́ leen ńké ńzɔb mentse ńdɔg ńgu’te Ssé, àfʉ̀’ ku’ pɔ́ kẅɛ, ńgʉa né ndùm lekwɔ’ɔ́ metÿǒ mèvɛ olive."
"But after I am risen again, I will go before you into Galilee.","Yěsô gíŋe ńgɔɔn ngie: Mèŋ n ge gÿo gwɔ́ tà zíme nà legwé, e vɔgɔ Galilea zẅí’te gẅí."
"Peter answered and said unto him, Though allmenshall be offended because of thee,yetwill I never be offended.","Piɛ gɔɔn né yé ngie: Petsɔ́ pʉ̀a lɔɔn ńgwá’a gú ńkÿo metsèm, mbà à lɔɔn ńgwɔ́ mèŋ n de gú gwá’."
"And he took with him Peter and the two sons of Zebedee, and began to be sorrowful and very heavy.","éfaga piɛ pâ penkʉ́ Zebede mépʉ́a, pâ pɔ̌ gʉa, á zye lé jú’ kekáŋ ntʉm ye, legwé pfɛ́ɛ yé,"
"Watch and pray, that ye enter not into temptation: the spirit indeediswilling, but the fleshisweak.","Tà pi gíŋe ńdyé, pi sẅíŋte Ssé, ḿbɔ́g menò njÿó lékwà’te gẅí, pi fʉa nò. Ntʉ́m nyìŋ tʉte tɛ’ tá’, mbùm nnɛ́ pÿɛ́ pÿɛ̌."
And he came and found them asleep again: for their eyes were heavy.,"ńgɔɔn pú’u, ńgíŋ ḿbiŋ nzèm, ńgyá pɔ́ ne ńdyé lyě, mélà’mie á la gwaa gwɔ́, mbà lelɔ́g pǔ ńgwoon wɔ́b tɛ’."
"And he left them, and went away again, and prayed the third time, saying the same words.","Yěsô nyé wɔ́b, ńgíŋe ńgʉa nà mbɔ́ɔntè yétá sẅíŋte Ssé, ńgíŋe ńgɔɔn pɔ́ nò gie à zɔ̌ɔn ńgɔɔn,"
"Rise, let us be going: behold, he is at hand that doth betray me.",Pi lu ssé pege gʉa! Nyìŋ gẅie à sẅiŋé wɔ̀ɔn mbwó pɔb wɛ̂ gẅie à tóo lɛ̂!
"And forthwith he came to Jesus, and said, Hail, master; and kissed him.","Jẅidas gwóon ńtsíŋte nnɛ́, ńtóo lejʉ́ŋ Yěsô, ńgɔɔn ngie: À Ndè, n tsyɛ’té, ńdeen ńgwóon ńtáŋte yé."
"And Jesus said unto him,Friend, wherefore art thou come?Then came they, and laid hands on Jesus, and took him.","Yěsô tsɔ́’ɔ mbwó yé ngie: À shǔ wɔ̀ɔn, gÿo pɔ́ mmó gie ɔ̀ tǒ ngÿǒ. Àlá’ leen ńké ńtó ńgwoon Yěsô."
"Now the chief priests, and elders, and all the council, sought false witness against Jesus, to put him to death;","*Mentándá pànùŋe pwɔ́’ lâ pàsá’a lá’, é ne fa’a cÿɔ̌ nò gẅie pɔ́ ge zába twó Yěsô tá lɔg gÿo mé zẅé yé."
"and said, Thisfellowsaid, I am able to destroy the temple of God, and to build it in three days.","Nyìŋ wɛ̂ ka gɔɔn ngie: À ku’u lékeme*jʉ’ʉ Ssé, ńdɔg lyɛ̌’ sétá ńkwɛ́."
"What think ye? They answered and said, He is guilty of death.",Pi Kwǎŋ gí ngie kɔ́? Àlá’ tsɔ́’ ngie: Aa nyìŋ gẅie ńgwɔ́ mé zẅé yé zẅé.
"Then did they spit in his face, and buffeted him; and others smotehimwith the palms of their hands,","Pɔ́ leen ńké ńtsɔg metyé shÿó Yěsô, ńtsẅiŋe yé, petsɔ́ pʉ̀a ne ńtéme mbwó letuŋó yé,"
"saying, Prophesy unto us, thou Christ, Who is he that smote thee?","ńgɔɔn ngie: À*Nzà’nkÿo, keme nyìŋ gẅie à cúɔ gú."
"But he denied beforethemall, saying, I know not what thou sayest.","Piɛ tyé mvfò mânyìŋ ntsèm, ḿmoŋe ńgɔɔn ngie: N kaa zsé nò gie ɔ̀ fa’a légɔɔn wɔ́!"
"And again he denied with an oath, I do not know the man.","Piɛ gíŋe ḿmoŋe, ńgɔɔn tà ńkʉa ngie: Mèŋ n te nyìŋ wɛ̂ zsé."
"Then began he to curse and to swear,saying, I know not the man. And immediately the cock crew.","Á leen ńké ńzye lé ye: E Ssé zẅé wɔ̀ɔn, à zeŋe yɔ́ɔn me, mèŋ n te ne ńzsé nyìŋ wɛ̂ wɔ́. Mênkɔ́’ gwóon ńtóŋ."
"and when they had bound him, they ledhimaway, and delivered him to Pontius Pilate the governor.","ńgÿo mé kwɛ́ɛ yé, ńdɔgɔ yé ńgʉa ńnáa mbwó ngúmnɔ́ɔn*Pilato."
"And he cast down the pieces of silver in the temple, and departed, and went and hanged himself.","Jẅidas ma’ nkáb á*jʉ’ʉ Ssé, éfó jʉ’ó ńgʉa, ńdeen ńké ńgʉa ńcʉŋe."
"Wherefore that field was called, The field of blood, unto this day.","Tà fó fʉ̀’ó, mé ée ńcʉ́’ʉ ńtóŋo wɛ̌ nká’, pɔ́ ngie nká’a metse tà ńkú lyɛ̌’ɔɔn."
"and gave them for the potter's field, as the Lord appointed me.","Pɔ́ ka ná yɛ̌ nkáb ńdɔg ńjú nká’ mbwòon mekʉŋ tsá’a, á gwɔ́ mmó gie Cʉ̀apʉ̀a la lá’ ńtsẅi ngie mé gÿo"
"And when he was accused of the chief priests and elders, he answered nothing.","*Mentándá pànùŋe pwɔ́’ pâ mekěme lá’ ne ńtÿɔ́gɔ menò twó Yěsô tà é gyɔ́ɔn gyɔ̌ɔn, á ké tè ne ḿbÿɛɛ wɔ́."
"Then said Pilate unto him, Hearest thou not how many things they witness against thee?","*Pilato, gɔɔn né yé ngie: Ɔ̀ tè ne ńjú’u nzẅìŋ menò mie mé gɔɔn ná gù wɔ́ ka?"
And he answered him to never a word; insomuch that the governor marvelled greatly.,Tá Yěsô pú tè pÿɛ. Ngúmnɔ́ɔn gyá á pú ńkʉ’ʉ yé tɛ’.
"Now atthatfeast the governor was wont to release unto the people a prisoner, whom they would.","Á lɔ́ɔn ńgwɔ́ lyɛ’ɛ́ línɔ́ɔn*Páskà, Ngúmnɔ́ɔn tsɔ́’ɔ ngàŋa tsǎŋ gẅie àlá’ zɛté."
"And they had then a notable prisoner, called Barabbas.","Á gwaa gwɔ́ fʉ̀’ó, àtsɔ̌ ntʉ̀ ngàŋa tsǎŋ gwɔ́ tsɛ̀ɛ ndá tsǎŋ, mé tóŋo yé lê Yěsô Panepâse."
For he knew that for envy they had delivered him.,"*Pilato lɔ̌ɔn ńgɔɔn pú’u, mélà’mie à cwoŋo ne ńzsé ngie mé kwɔ́’ɔ pɔ́ lóŋ ná Yěsô tá sẅiŋe ye."
"But the chief priests and elders persuaded the multitude that they should ask Barabbas, and destroy Jesus.",*Mentándá pànùŋe pwɔ́’ pâ mekěme lá’ ne ńtsóte lá’ ngie á zɛ́te ngie*Pilato tsɔ́’ pɔ́ Panepâse ńgÿo mé zẅé Yěsô.
"And the governor said, Why, what evil hath he done? But they cried out the more, saying, Let him be crucified.","*Pilato zɛ́te wɔ́b ngie: Kwà’ nò tepòŋ gie à gÿǒ gwɔ́ pɔ́ kɔ́? Tá àlá’ kẅi’i ńnáa gwá, ńgɔɔn pé ngie: Ké ńkime yé kim!"
"Then answered all the people, and said, His bloodbeon us, and on our children.",Mânyìŋ ntsèm tsɔ́’ ngie: Metse nyìŋ wɛ̂ sẅɛ́’ɛ ndù peg tà mbɔɔ ndù penkʉ́ peg.
"Then the soldiers of the governor took Jesus into the common hall, and gathered unto him the whole bandof soldiers.","Pàlÿɔ́’ ncù pà*Roma leen ńké ńdɔgɔ Yěsô ńgʉa mbʉ̀a Ngúmnɔ́ɔn, pɔ́b metsèm cú’te ńkéle yé ńnéŋe soŋ,"
"And they stripped him, and put on him a scarlet robe.","ḿbú sẅɛ menzsǒ mé, ńcʉ́’ mma’ pɔ́ nzsǒ lefùɔ ná yé,"
"And they spit upon him, and took the reed, and smote him on the head.","Ńně ńtsɔgɔ metyé ná yé, ńkẅé kekà’a, ńcúɔ twó yé,"
"And when they were come unto a place called Golgotha, that is to say, a place of a skull,","Pɔ́ gʉa tà ńkúu tsɔ́ jʉ’ gie mé tóŋo lê Golgota, ńdɔgɔ ńgɔɔn ngie: Àjʉ’ʉ kẅǐ twó."
"they gave him vinegar to drink mingled with gall: and when he had tastedthereof, he would not drink.","Pɔ́ kúu jʉ’ó, ńdɔgɔ tsɔ́ mmó gie á lẅe lẅe ḿvoŋ melù’, ńná ngie Yěsô nú. Yěsô zẅí’ à tè kwoŋo lénú wɔ́."
And sitting down they watched him there;,"Á ku’, pɔ́ ńnéŋe ssé ńne ḿbyɛ́bɛ Yěsô."
"and set up over his head his accusation written, THIS IS JESUS THE KING OF THE JEWS.","Mé ŋwe’e mmó gie à fʉa ńkime tÿǒ á jʉ’ gie twó yé la wó ńgie: Wɔɔn aa Yěsô, fùɔ pà Yuda."
"Then were there two thieves crucified with him, one on the right hand, and another on the left.","Pɔ́ la gíŋe ńkim metsǒŋ mépʉ́a nâ metÿǒ nkǐ, tà’ gwɔ́ nà gwǒŋo pwó Yěsô ye tʉ̀, wetsɔ̌ gwɔ́ ná gwǒŋo pwó kyɛ̀bɛ."
"And they that passed by reviled him, wagging their heads,","Pàcʉa mánzsè la ne ńnyime yé yɔ́b, ńzoonte Yěsô,"
"Likewise also the chief priests mockinghim, with the scribes and elders, said,","*Metándá pànùŋe pwɔ́’, pâ*pàkyagte lepʉ̌ Mǒsê, pâ mekěme lá’ ne ńzoonte yɔ́b Yěsô ńgɔɔn ngie:"
"The thieves also, which were crucified with him, cast the same in his teeth.",Tà mbɔɔ metsǒŋ pie mé la kime wɔ́b nà metÿǒ nkǐ á lejʉ́ŋ Yěsô gíŋe ne ńzoonte yé yɔ́b pɔ́ pú’u.
Now from the sixth hour there was darkness over all the land unto the ninth hour.,"Tsɛ̀ɛ zsǒ la gwɔ́ tà ńku’, ejʉ’ ntsèm tsɛ̀ɛ ngwòŋ pú síŋ, tà ńdá’ ńkúu ná nèm tá mbÿɛ̀ njÿó."
"Some of them that stood there, when they heardthat, said, Thismancalleth for Elias.","Petsɔ́ pʉ̀a pie é laa jʉ’ó jú’, ńgɔɔn ngie: À wɛ̂ gẅie à ne ńtóŋo*Elîɛ lɛ̂!"
"The rest said, Let be, let us see whether Elias will come to save him.",Petsɔ́ pʉ̀a ne ńgɔɔn ngie: Pi cʉ́’ pege gyá ka*Elîɛ ge tó fó nà tÿǒ nkǐ ésẅi’i yé wɔ́!
"Jesus, when he had cried again with a loud voice, yielded up the ghost.",Yěsô gíŋe ńga’te nê ngyè tetʉ̀ ndeen ńcʉ́m.
"and the graves were opened; and many bodies of the saints which slept arose,","metwó mesyè tsɔ́’ɔ ńtyé, mepfó pie pɔ́ la záb ntʉ́m ná Ssé zyeente tà ńgyɔ́ɔn,"
"And many women were there beholding afar off, which followed Jesus from Galilee, ministering unto him:","Pànzwě tá ńgyɔ́ɔn tyé ngʉ̀a shʉ̀shʉ̀a ne ńdíe, mbà pɔ́ la zsê nzèm Yěsô tà fó Galilea, ńgiŋe ńkẅéte yé."
"among which was Mary Magdalene, and Mary the mother of James and Joses, and the mother of Zebedee's children.","Á laa tsetsɛ̀ɛ pɔ́b, wɔɔn gwɔ́ Malîɛ Magdala, ńgÿo Malîɛ má pà Jâg pɔ́ Yesyɛ̂b, ńgíŋ ńgÿo má pà gubé Zebede."
"he went to Pilate, and begged the body of Jesus. Then Pilate commanded the body to be delivered.","Á gʉa ńgyá*pilato, ńdúɔ pfó Yěsô légʉa ńde’e.*Pilato zẅíŋ, ńtsẅi ngie mé ńná né yé."
"And when Joseph had taken the body, he wrapped it in a clean linen cloth,","Mé kyɛ́’, Yesyɛ̂b kẅé, ńdɔgɔ pwó nzsǒ sẅé ńzémte pfó ye,"
"And there was Mary Magdalene, and the other Mary, sitting over against the sepulchre.","À la gwɔ́ ńnéŋe pfó Yěsô jʉ’ó Malîɛ Magdala pɔ́ wetsɔ̌ Malîɛ ńnéŋe ssé á ngʉ̀ŋe lesyè, ńne ńgyá."
"Pilate said unto them, Ye have a watch: go your way, makeitas sure as ye can.",*Pilato gɔɔn né pɔ́b ngie: Pàlÿɔ́’ ncù é pɛ̂. Pi gʉa ńgÿo mé pyɛ́b lesyè pá’ pi kwǒŋ!
"His countenance was like lightning, and his raiment white as snow:","À la ne ńkyɛ’ɛ jʉ’ pá’ nně mbʉ̀ŋ la, menzsǒ mé piŋ ne fɔ́gɔ tà ńŋwʉŋe."
"and for fear of him the keepers did shake, and became as deadmen.","Pàpyɛ́b lesyè gyá pú’u, ḿvɛ, ḿbɔ́g, ńgwete ńnuŋte ssé pá’ mepfó la."
"And the angel answered and said unto the women, Fear not ye: for I know that ye seek Jesus, which was crucified.","Tá*cÿɔ́’ Ssé gɔɔn né pànzwě ngie: Tà pi pɔ́g, n zsě ngie pi tóo fa’ Yěsô gẅie mé ka kime yé ná tÿǒ kǐ la."
"He is not here: for he is risen, as he said. Come, see the place where the Lord lay.","À tè gíŋe ńgwɔ́ jʉ’ɔɔn wɔ́, à zimé nà legwé pá’ à la gɔɔn la. Pi tó ńdíe jʉ’ gie pfó yé kaa wó tá ńgyá."
"And when they were assembled with the elders, and had taken counsel, they gave large money unto the soldiers,","*Mentándá pànùŋe pwɔ́’, tóŋ mekěme lá’, pâ pɔ̌ cú’te ńnéŋe ssé, ńkwaŋte, ńná ḿbwɔ́’ nkáb mbwó pàlÿɔ́’ ncù,"
"saying, Say ye, His disciples came by night, and stole himawaywhile we slept.","ńgɔɔn né pɔ́b ngie: Pi gɔɔn pé ngie pi ně ne ńdyé letsẅɛ́’,*ngàŋa kwò Yěsô tó ńjʉʉ pfó yé ńdɔg ńgʉa."
"And if this come to the governor's ears, we will persuade him, and secure you.","Ngúmnɔ́ɔn lɔɔn ńké ńjú’, mbà peg ge zsé nò gie peg ge shwóŋó yé, ḿbɔ́gɔ gẅi légyá ngɔ́’."
"And when they saw him, they worshipped him: but some doubted.","Pɔ́ gwɔ́ tá ńgyá Yěsô, ńkwí’te ssé, ńgu’te yé, tá tsɔ́ pʉ̀a gwɔ́ tsetsɛ̀ɛ pɔ́b, ńně ḿmʉ́’te mʉ’té."
"The beginning of the gospel of Jesus Christ, the Son of God;","Nzyetè Nkʉ̀ Mbòŋo Yěsô Kristo gẅie aa Míŋ Ssé, e yɔɔn"
Which shall prepare thy way before thee.,"à gwɔ́ mvfò ńně ńkɔ́’ɔ nzsè jù, ɔ ne ńtóo."
Make his paths straight.,ńgÿo melyěen nzsè mé e tyé ndʉŋ ndʉŋ»!
"And it came to pass in those days, that Jesus came from Nazareth of Galilee, and was baptized of John in Jordan.","Á laa nà lyɛ̌’ ásɛ̌, Yěsô leen ńké fó Nǎzarɛd, á tsɛ̀ɛ pàga ngwòŋ Galilea ńtó, ńgyá Jâŋ, á nu’u yé tsɛ̀ɛ ntse Jurdeŋ."
"and there came a voice from heaven,saying, Thou art my beloved Son, in whom I am well pleased.","Ngyè fó tÿǒ lepwó ngie: Ɔɔ míŋ wɔ̀ɔn, mèŋ n kwoŋo ɔ́ tɛ’, n záb ntʉ́m wɔ̀ɔn ná gù."
And immediately the Spirit driveth him into the wilderness.,"À Zẅìge tóo ná Yěsô pá’ɔɔn, ńtsó yé, á gʉa lê nkwòŋo tsẅɛ."
"Now after that John was put in prison, Jesus came into Galilee, preaching the gospel of the kingdom of God,","Mé la gwɔ́ tà ńgwoon Jâŋ ńnéŋe ndá tsǎŋ, Yěsô gʉa nê Galilea. À lɔ̌ɔn ńtsẅii nkʉ̀ mbòŋo gẅie é fóo mbwo Ssé ńgɔɔn ngie:"
"and saying,The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel.","Afʉ̀’ áa pá’ɔɔn, mbà á kǔ’ tà Ssé ge zye lényɛ Lefùɔ sé. Pi kúbe mà gẅí, ḿbiŋ ńzẅíŋ nkʉ̀ mbòŋo wɔɔn ŋwɛ́."
"And Jesus said unto them,Come ye after me, and I will make you to become fishers of men.","Yěsô gɔɔn né pɔ́b ngie: Pi tó pege zɔ cʉ́’ʉ ńgiŋe, mèŋ n gÿo pi cʉ́’ʉ fa’a pɔ́ pʉ̀a mesoŋ."
"And straightway they forsook their nets, and followed him.","Pɔ́ gwóon ńnyé menkÿo mɔ́b, ńcʉ́me nzèm yé."
"And they went into Capernaum; and straightway on the sabbath day he entered into the synagogue, and taught.","Pâ pɔ́ gÿo ńgʉa Kapernawúm, á gwɔ́*lyɛ’ɛ́ nzsè pà Yuda, Yěsô gʉa*ndá cú’tè, ńzye lézí’i pʉ̀a nò Ssé."
"And there was in their synagogue a man with an unclean spirit; and he cried out,","Á ne shwóŋe, tsɔ̌ nyìŋ gwɔ́ yé ndá ŋwɛ́, mbà tsɔ̌*Ssé tepòŋ léen ńgwoon yé, á ńnéŋe tà ḿvege vege ńgá’te ngie:"
"And Jesus rebuked him, saying,Hold thy peace, and come out of him.","Yěsô cÿɔ́g yɛ̌*Ssé tepòŋ ńgɔɔn né yé ngie: Láŋte, éfó ná nyìŋ wɛ̂ ńkẅɛ!"
"And when the unclean spirit had torn him, and cried with a loud voice, he came out of him.","E*Ssé tepòŋ ŋwɛ́ gwóon ńtɔ́ɔn ngàŋ ńcʉ́’ʉ yé lê tʉ̀, ńgwɔ fó ná yé kẅɛ, ńgá’te tɛ’."
And immediately his fame spread abroad throughout all the region round about Galilee.,Lezíŋ Yěsô gwóon saa lá’ tsɛ̀ɛ pàga ngwòŋ Galilea ŋwɛ́ ntsèm.
"But Simon's wife's mother lay sick of a fever, and anon they tell him of her.","Mákẅì’ Símo la nuŋe, nnɛ́ ne ńkwɔ́’ɔ yé. Yěsô kúu wó mé gwóon shwóŋó yé."
And all the city was gathered together at the door.,Pʉ̀a tÿǒsoŋ ŋwɛ́ metsèm cú’te ncwò ndá.
And Simon and they that were with him followed after him.,"Símo pâ yetsɔ́*ngàŋa kwò Yěsô cʉ́’ nzèm ne fa’a yé,"
"And when they had found him, they said unto him, Allmenseek for thee.","ńgwɔ́ tà ńgyá yé, ńgɔɔn né yé ngie: Pʉ̀a metsèm ne fa’a gú."
"And Jesus, moved with compassion, put forthhishand, and touched him, and saith unto him,I will; be thou clean.","Mezìŋe mé kúu Yěsô, á tsege pwó ńkíbe yé, ńgɔɔn ngie: Mèŋ n kwǒŋ pú’u, zeŋe."
"And as soon as he had spoken, immediately the leprosy departed from him, and he was cleansed.","Nkà’ gwóon ḿmaga ná yé, á zeŋe."
"And he straitly charged him, and forthwith sent him away;","Yěsô leen ngie, à gʉa, ńně ńtɔ́’ɔ yé tɛ’,"
And again he entered into Capernaum aftersomedays; and it was noised that he was in the house.,"É cʉa lyɛ̌’ shÿɔ́’ɔ tsɔ́ wɔ́, Yěsô gíŋ ḿbiŋe Kapernawúm. Mé jú’ ngie aa ndá,"
