en,ngiemboon
look,éshʉ́
deliver the goods,éfele
earnings,lekÿò
run across,cúʼtè
assure,éshʉ́
vellicate,ésíle
basketball hoop,kánzà
cheer,kàʼte
assist,kẅétè
mess,lekʉŋ
bellowing,lesɔg
strap,ésyag
throne,mapúɔ
dark-green,gʉ̀me
crapper,lekʉŋ
root word,leŋaŋ
construe,éshʉ́
mark off,lyéen
induce,éshʉ́
do sacrifices,ésẅɛʼ
form bubbles,fùfùʼ
murder,ésyag
take a shit,mapúɔ
transmute,ésẅiʼ
date stamp,lyɛ̌ʼ
come apart,éfege
run out,éfɔ́d
poorness,fÿɔ̀g
set out,ésíʼi
repository,gÿàŋa
scrap,lekùa
shoulder,legʉ́
trick,lekàŋ
dispose,ésɔɔn
divisible,gàbte
thorax,gáŋte
10,legém
indicate,letÿǒ
comb out,ésyɛb
lactate,ésẅíe
jactitation,éshÿó
bulk,lelÿò
botheration,ḿbége
denounce,lyéen
sparkle,kyɛ̀ʼ
glue,cÿɔ́g
wee-wee,éshʉ́
tout,éshÿó
aura,legúʼ
limit,lepàa
sputter,ésẅiŋ
dry out,ḿbeen
evolution,legáʼ
block,letyě
disunited,éshʉa
Saint Mark,lyéen
attention,kẅétè
quarrel,kʉ̀ŋe
jackpot,lekʉŋ
endure,májÿò
stupid,éfege
abandon,fɔ̀gɔ
lighting,kyɛ̀ʼ
scarper,lekÿò
field goal,kánzì
Edward D. White,fɔ́gɔ
trickery,fʉ̀te
twist,ésele
shin,ésẅiŋ
quaternary,lekùa
contain,letyě
chivy,éséʼe
way out,kẅíŋe
inconvenience,ḿbége
baffle,éféŋe
examine,éshʉ́
become poorer,éfÿag
finish,letwó
beautify,legyé
aper,fʉ̀ʼʉ
mix,gwàte
police force,lepʉ̌
maltreat,éfáte
foursome,lekùa
say,lekid
cockscomb,ésyɛb
fizz,fèfùʼ
mark,éféŋe
royalty,lefùɔ
running play,lekÿò
Mark,lyéen
hosanna,gugẅî
potentiometer,lekʉŋ
betoken,letÿǒ
grenadine,laale
terminate,letwó
hybridization,ḿbéŋe
hair's-breadth,lenoŋ
fussy,éféŋe
gain,ésyag
intersect,ḿbéŋe
count,masáŋ
bay window,lekʉŋ
smashing,maŋáʼ
reach,éshʉ́
signal,éfʉ́e
adorn,legyé
begin,ésíʼi
pickle,lepÿé
mishandle,éfÿág
aggregation,cùbte
luminescence,lesìe
manoeuvre,ḿbele
survey,lelèŋ
liver-colored,lepyè
heap,lelèŋ
connect,kwɛ̀ɛ
venter,májÿò
brain,legye
beset,éséʼe
suppose,lekid
jeopardize,lepwó
pride,maŋáʼ
descry,manáŋ
working girl,kwàlà
interference,legyé
bloodless,fɔ́gɔ
shit,éshʉ́
brightness level,kyɛ̀ʼ
file away,gwɔ́g
ice-cream float,mánáŋ
fulfil,cúʼtè
sure,atsɔ̌
harry,gwáʼa
tidings,legye
stop,letwó
marking,lyéen
combat,kʉ̀ŋe
low,gígyé
expurgate,éshʉ́
dying,legwé
ball,lepum
peak,éfʉ́e
stupefied,éfege
entertainment,legyé
hairsbreadth,lenoŋ
take in,ḿbéle
bat an eyelid,ésóon
puffiness,lepóm
extension cord,jwòŋo
fluent,éshʉŋ
hear,éfʉʼʉ
do,legÿò
paramour,mágàb
stool,éshʉ́
roleplay,legÿò
Kuki-Chin,lʉʼté
disgorge,éfwɔʼ
belittled,gígyé
wry,ḿbeen
unrelenting,léláa
palm,lelíb
advert,lezíŋ
railway car,matûa
impertinence,legɔʼ
create,éshʉ́
be white,éfɔ́g
act as,legÿò
anthill,gÿàŋa
register,gwɔ́g
abstract,ésíle
constitute,éshʉ́
motley,gwàte
brainpower,legye
parentage,lezyé
give,éshʉ́
jive,máleŋ
straw,kwɔ̀ʼ
ironic,ḿbeen
plow,lelíb
suffer,cúʼtè
rough-cut,kùlâŋ
waste away,éshÿó
dullard,éfege
hour,gígyé
blast,kèpàg
match,cúʼtè
admirer,gíyɛʼ
dampen,ésẅɛ́
death,legwé
raft,lelèŋ
beget,mameŋ
masked person,mákùm
play,ḿbele
break,éshwo
stop,letÿǒ
file,gwɔ́g
muff,éfÿág
whisk,ésyag
commemorate,lyéen
see,lyɛ̌ʼ
risen from the dead,lezím
honor,gùʼte
network,lekÿò
get down,ésíʼi
fleeceable,gʉ̀me
arrest,letyě
sawing machine,éshʉ́
wile,fʉ̀te
work,legÿò
see,cúʼtè
elongate,éseŋe
forgather,cúʼtè
swim,mánáŋ
pare,ésẅiŋ
hunt down,lekÿò
swag,lÿɔgɔ
secernate,éfege
tout,éfÿág
scintilla,éshʉa
get around,máleŋ
perforated,éshʉʼ
go through,éshʉ́
off,ésyag
deference,gùʼte
maneuver,éfʉ́e
dot,letÿǒ
get across,ḿbéŋe
trash,lekùa
oddment,letwó
soft touch,lyéen
alluviation,gÿàŋa
racing shell,kèpàg
walkway,legúɔ
pit,lyéen
cocotte,kwàlà
chump,lyéen
bring,ḿbele
tweak,ésíle
holler,lesɔg
break,éfɔ́d
sure,atsɔ́
unwashed,kùlâŋ
simulated,lèŋte
navel point,letoŋ
Ananas comosus,lelaŋ
tittle,éshʉa
smash,ésyag
Andrew D. White,fɔ́gɔ
turn tail,lekÿò
faeces,mapúɔ
journeying,legìŋ
ostentation,lepóm
trifle,ḿbele
suck,ésẅíe
plosive speech sound,letyě
hybridisation,ḿbéŋe
testis,lepum
white,éfɔ́g
botch up,éfÿág
fair game,lepÿé
meshwork,lekÿò
misstep,éfeŋe
coarse,kùlâŋ
hole,lepÿé
grin,gẅète
channelise,letÿǒ
formicary,foffó
wit,legye
intelligence service,legye
game,lepwó
get to,éshʉ́
change state,ésele
goalkeeper,lekÿò
knight,lÿóon
incline,lekÿò
berm,legʉ́
confidante,mágàb
differentiate,éfege
sens,lekʉŋ
secern,éfege
run into,ésyag
glorious,lepòŋ
Bellow,lesɔg
commode,lekʉŋ
bronchial asthma,gʉ̀ŋe
chapeau,cÿɔ̀ʼ
barrelful,káasè
obedience,gùʼte
hybridise,éféŋe
spoonful,lelúʼ
argufy,kʉ̀ŋe
food without sauce,fɔ̀gɔ
nimbus,lefáŋ
hocus-pocus,fʉ̀te
good deal,lekʉŋ
flush it,éshwo
swellhead,kíkim
joke,ḿbele
hunting,lefàʼ
occlusive,letyě
answer,ḿbeŋe
food service,lelyè
curtain call,kyɛ́d
bland,éshʉŋ
adjudicate,éfʉʼʉ
arc,kyɛ́d
assistance,kẅétè
shield,kèpàg
auto,matûa
exam,lèŋte
give out,éshwo
ancestor,leŋaŋ
molest,éséʼe
lighter,kyɛ̀ʼ
pickax,cÿɔ́b
legerdemain,lekàŋ
unrivalled,mákyè
pot,lekʉŋ
vacate,fɔ̀gɔ
bump,éfÿág
arrive at,ésyag
omphalus,letoŋ
one,mákyè
appeal,cùbte
bring home the bacon,éfele
set about,ésíʼi
prove,lèŋte
pee-pee,éshʉ́
work,lɔ̀ɔn
wager,lepwó
bully,maŋáʼ
fancy woman,kwàlà
brightness,kyɛ̀ʼ
sleeper,kwɛ̀ɛ
give suck,ésẅíe
item,éfʉ́e
describe,lezíŋ
sluttish,kyɛ̀ʼ
harass,éséʼe
metallic sponge,kùsáa
show,éfʉ́e
weighing machine,kègte
chameleon,kénáŋ
nascence,lezyé
ready,éshʉ́
tally,ésyag
point in time,letÿǒ
smile,legẅè
difference of opinion,kúbte
eggs,lepum
spy,lelèŋ
keep open,ésíle
bounds,lepàa
epithet,lezíŋ
renting,jÿɔ́ʼ
provoke,éséʼe
stumble,éfeŋe
foul up,éfÿág
manoeuver,letÿǒ
flush it,éfɔ́d
great deal,lekʉŋ
amass,ḿbéle
lift,ésíle
transversal,éféŋe
smithy,lɔ̀ɔn
delight,lekág
radical,leŋaŋ
quench your thirst,ésẅág
sublimate,ésẅág
fill out,éfÿɛ́
beat,kèpàg
shred,éshʉa
give out,éfɔ́d
tegument,ésẅiŋ
bark,ésẅiŋ
basketball hoop,kánzì
stretching,éseŋe
aim,letÿǒ
crabby,ḿbéŋe
singe,ésẅág
fly,lepab
bowing,kyɛ́d
piss,éshʉ́
booster,gíyɛʼ
saccharide,lʉ̀me
draw,kwɛ̀ɛ
cast,ésóon
imitator,fʉ̀ʼʉ
have,éshʉ́
raise,ésɔgɔ
hammer,lɔ̀ɔn
intrude,lezẅé
splice,kwɛ̀ɛ
pocket-sized,gígyé
peachy,maŋáʼ
food waste,kʉ̀ŋe
cease,letyě
extension,lyagá
mold,ésóon
prison term,lekwò
orient,éfʉ́e
seduce,éshʉ́
handle,ésẅɛ́
meeting,cúʼtè
offprint,éfege
link up,kwɛ̀ɛ
glory,legúʼ
class,éfege
narrow,gígyé
lionize,ésẅɛʼ
fun,ḿbele
fizz,fùfùʼ
teetotal,ḿbeen
umbrella,kàbte
flattery,lʉ̀te
junk,lekùɔ
carve up,éfege
melt,lekÿò
salmagundi,gwàte
whiteness,fɔ́gɔ
scratch,lyéen
interval,fàgte
twinkle,kyɛ̀ʼ
feature,éshÿó
wart,lezye
hybridize,ḿbéŋe
cheer up,éséŋe
finish,letyě
power point,éfʉ́e
basketful,kánzà
part,éfege
plate,kàpàg
target,letÿǒ
go,éshwo
toss away,ésɔɔn
enunciate,lekid
fall guy,lyéen
pestis,gwáʼa
Andrew Dickson White,fɔ́gɔ
walk,legúa
rip,éshʉa
crush,kèpàg
ace,mákyè
daytime,lyɛ̌ʼ
deviation,kúbte
turn,ésele
drama,ḿbele
assemblage,cùbte
horn in,lezẅé
gumbo,gegàŋ
fix,kwɔ́g
go down on,éfÿág
fix,lepÿé
terminate,letyě
one of something,kíkyè
liver,lepyè
Light Within,kyɛ̀ʼ
miscellanea,gwàte
journey,legìŋ
resound,legyé
still hunt,kwɔ̀ʼ
break,éfege
weeds used for healing earaches and headaches,lejúʼ
percentage point,letÿǒ
haunt,kwɔ̀ʼ
tip,letÿǒ
full point,éfʉ́e
bump off,ésyag
sack,lekÿò
casing,kèpàg
flex,ésele
slop,éfwɔʼ
cook,éshʉ́
separate,éshʉa
throw very far,ésẅíe
tear,éshʉa
putting surface,gʉ̀me
tummy,májÿò
state,lekid
channelize,letÿǒ
Ah,Ɛ̌ ɛ̌
Equus caballus,lÿóon
mumble,cÿɔ́g
ontogenesis,legáʼ
scraps,kʉ̀ŋe
lightness,kyɛ̀ʼ
viridity,gʉ̀me
contrive,lɔ̀ɔn
BM,mapúɔ
bet,ḿbele
search,lefàʼ
pleasure,lekág
file cabinet,gwɔ́g
upright,ésɔgɔ
spill,éfwɔʼ
sess,lekʉŋ
redeem,ésíle
clench,ésẅɛ́
light up,kyɛ̀ʼ
Clarence Shepard Day Jr.,lyɛ̌ʼ
digest,májÿò
final,lekÿò
faecal matter,mapúɔ
shape,lɔ̀ɔn
bbl,káasè
toss,ésɔɔn
ontogeny,legáʼ
ananas,lelaŋ
mickle,lekʉŋ
spoil,ḿbéŋe
crap,éshʉ́
shell,kègte
diversion,gÿáte
sample,éfʉʼʉ
blank,fɔ́gɔ
attempt,éfʉʼʉ
dramatic play,ḿbele
single file,gwɔ́g
unaccented,kyɛ̀ʼ
check,letyě
sharpen,letÿǒ
luminosity,kyɛ̀ʼ
go steady,lyɛ̌ʼ
chicane,fʉ̀te
unripened,gʉ̀me
smoke,lekʉŋ
adjoin,cúʼtè
storage,cʉ̀me
seal,ésóon
frustrate,éféŋe
die hard,lekÿò
dilute,éseŋe
byssus,lelÿò
figure,masáŋ
fragmented,éshʉa
try out,éfʉʼʉ
cut through,éféŋe
taper,éfʉ́e
horse cavalry,lÿóon
screw up,éfÿág
shock,lepáʼ
betray,éshwo
psyche,legye
crown of thorns,éféŋe
gild,késiŋ
tick,lyéen
graduated table,kègte
schism,éshʉa
blitheness,kàʼte
Saul Bellow,lesɔg
attend,éshʉ́
sell,ésẅiŋ
impudence,legɔʼ
club,késiŋ
sixth sense,letse
diversionary attack,gÿáte
sack up,lekÿò
dour,léláa
slew,lelèŋ
down payment,gÿàŋa
pretend,éshʉ́
scratch,lekùɔ
tranquil,éshʉŋ
Prunella modularis,cúkwɛ
turn back,letyě
royal family,lefùɔ
full complement,kẅìʼi
travel,legìŋ
data file,gwɔ́g
trash,kʉ̀ŋe
outstanding,maŋáʼ
choke,ésẅɛ́
awe,cÿɔ̀ʼ
give up,letyě
sedimentation,gÿàŋa
grumpy,ḿbéŋe
pretentiousness,lepóm
race,lekÿò
swell,maŋáʼ
jape,ḿbele
gloriole,legúʼ
intermixture,gwàte
deafen,ḿbége
flunk,éfɔ́d
slash,ésyag
gather,ḿbéle
I,mákyè
Einstein,legye
passion fruit,laale
take a crap,éshʉ́
can,mapúɔ
run into,cúʼtè
catch,ésíle
serviceman,katúʼ
min,gígyé
muck up,éfÿág
peel,ésẅiŋ
sweep,ḿbéŋe
technique,levfò
betray,éfɔ́d
throw out,ésɔɔn
looseness,ḿbele
ignite,kyɛ̀ʼ
run for,lekÿò
execute,lekÿò
Green River,gʉ̀me
hailstone,legẅi
suck,éfÿág
gag,ḿbele
find,éshʉ́
gob,lepÿé
terminus,cʉ̀me
manoeuvre,éfʉ́e
soundness,legye
bad part of taro,lʉ̀ŋe
mesh,lekÿò
goal,lekÿò
ca-ca,éshʉ́
get down,kyɛ̀ʼ
chewing gum,cÿɔ́g
k. cultural dance,kɔ̀ɔn
clubhouse,késiŋ
toss out,ésɔɔn
cotton fiber,kotôŋ
pull through,ésíle
walkway,legúa
k. potatoes mixed with vegetables dish,kàcÿò
shock,éfÿág
tomb,lesẅì
olfactory organ,lezẅé
home run,lyéen
distill,ésẅág
thwartwise,éféŋe
Cross,ḿbéŋe
cutis,ésẅiŋ
separation,fàgte
bend,kyɛ́d
toilet,mapúɔ
depositary,gÿàŋa
posit,gÿàŋa
hybrid,ḿbéŋe
spate,lekʉŋ
plague,éséʼe
severe,lesẅì
glorification,legúʼ
wager,ḿbele
trial run,lèŋte
turn,masáŋ
resplendency,legúʼ
puddle,éshʉ́
foil,éféŋe
one who singes,mbàba
profits,lekÿò
fiddle,ḿbele
treat,lelíb
dandy,maŋáʼ
wrench,ésele
spot,letÿǒ
nominate,éshʉ́
single,mákyè
skin,lekùɔ
degree,letÿǒ
clip,lekwò
boldness,legɔʼ
24-hour interval,lyɛ̌ʼ
weak,kyɛ̀ʼ
keen,maŋáʼ
chin,lʉʼté
throne,lekʉŋ
chin up,lʉʼté
hybridizing,éféŋe
basketball hoop,kèkàg
puff,éfÿág
make,lezíŋ
handcuff,kwɔ̀g
suffer,májÿò
cite,lezíŋ
gunpoint,éfʉ́e
proverb,éshʉ́
date,lyɛ̌ʼ
final stage,letwó
sight,manáŋ
corking,maŋáʼ
gullible,gʉ̀me
pinch,ésíle
bellybutton,letoŋ
soften,lepáʼ
commons,kùlâŋ
politic,éshʉŋ
melt down,lekÿò
daylight,lyɛ̌ʼ
intelligence,legye
sauceboat,lánzì
whiplash,ésyag
terminal,cʉ̀me
run out,éfwɔʼ
suave,éshʉŋ
cast away,ésɔɔn
lightning flash,kyɛ̀ʼ
one of the twins,lefág
pain in the neck,ḿbége
fancy,éshʉ́
mass,lekʉŋ
neighbourhood of a village,lepfó
examine,éfʉʼʉ
ken,lelèŋ
golf hole,lepÿé
hoop,kánzà
horse,lÿóon
help,kẅétè
baffle,ḿbéŋe
stack,lelèŋ
fuzz,lenoŋ
form,éshʉ́
voodoo,cÿɔ̀b
papaw tree,lÿɔ́b
ill-use,éfáte
adage,éshʉ́
grievous,lesẅì
mark,ḿbéŋe
wizardly,lekàŋ
jam,lepÿé
close,letwó
run,ḿbele
ill-tempered,éféŋe
cuff,kwɔ̀g
fore,kyɛ́d
Cook,kwɔ́g
phone number,masáŋ
track,lekÿò
law of nature,lepʉ̌
ignitor,kyɛ̀ʼ
mould,lɔ̀ɔn
bluster,éshÿó
full stop,éfʉ́e
fussy,ḿbéŋe
tomb,lesyè
unity,mákyè
stage,éfʉ́e
vacuous,fɔ̀gɔ
entrepot,cʉ̀me
mean solar day,lyɛ̌ʼ
deviation,fègte
throw away,ésɔɔn
escort,lyɛ̌ʼ
unhorse,kyɛ̀ʼ
drift,mánáŋ
depot,cʉ̀me
common,kùlâŋ
keepsake,feláŋ
Chief Executive,mandá
traverse,éféŋe
polish,éshʉŋ
research,lefàʼ
plasterer's float,mánáŋ
destruction,legwé
pain in the ass,ḿbége
James Cook,kwɔ́g
smorgasbord,gwàte
fearfulness,cÿɔ̀ʼ
drown,mápye
stupid person,éfege
overprotect,mameŋ
droplet,letàb
devil,ḿbége
flock,lelèŋ
read,lekid
public figure,lezíŋ
tenacious,léláa
charge,gwɔ́g
closure,letyě
spare,ésíle
sp. ant,késhʉ
something extraordinary,lemaŋ
screen,lèŋte
black market,lekÿò
make water,éshʉ́
differentiate,lyéen
establish,éshʉ́
reckon,éshʉ́
idle,kyɛ̀ʼ
release,éfwɔʼ
unruffled,éshʉŋ
scratch up,lekùɔ
turn,legÿò
belly,májÿò
grate,lekùa
leafy vegetable,gʉ̀me
meter,lekwò
Theodore Harold White,fɔ́gɔ
flower,ésɔɔn
pineapple plant,lelaŋ
stag,manáŋ
altercate,lekùa
spoon,lelúʼ
basketful,kánzì
Stanford White,fɔ́gɔ
strangle,ésẅɛ́
tour,ésele
pay,ḿbéen
batch,lekʉŋ
charming,lekàŋ
fleck,kʉ̀ŋe
rejoinder,ḿbéŋe
length,lesàg
deliver,lezyé
souvenir,feláŋ
tell,éfege
life-threatening,lesẅì
Chamaeleon,kénáŋ
irritate,ḿbége
block off,letyě
stomp,ésóon
egocentric,kíkim
nose candy,éfÿág
fetich,cÿɔ̀b
solution,leŋaŋ
wart,lezse
lurch,éfeŋe
bar,letyě
come across,cúʼtè
bobble,éfÿág
glory,lefáŋ
cross,lyéen
encephalon,legye
magical,lekàŋ
swipe,ésíle
mental capacity,legye
plenty,lelèŋ
word,cÿɔ́g
kowtow,lekùɔ
handgrip,ésẅɛ́
metamorphose,ésẅiʼ
strike out,lyéen
white,fɔ́gɔ
spell,ésele
Green,gʉ̀me
illumination,kyɛ̀ʼ
incommode,ḿbége
cast out,ésɔɔn
smack,lefàŋ
internet,lekÿò
progress to,éshʉ́
exploitation,legáʼ
branch,éfege
crossbreeding,éféŋe
smasher,ésyag
flank,lyagá
view,lelèŋ
sp. ant,kíshʉ
swash,éshÿó
crossing,éféŋe
plough,ésele
ready,kwɔ́g
Deutsche Mark,lyéen
cavalry,lÿóon
stimulate,éséʼe
prime,ésɔɔn
protagonist,gíyɛʼ
stick out,májÿò
cheerfulness,kàʼte
smiling,legẅè
jiggery-pokery,fʉ̀te
fellate,ésẅíe
retort,ḿbéŋe
spend a penny,éshʉ́
blockage,letyě
deception,lekàŋ
break down,éshwo
rejoin,ḿbéŋe
radiate,lesìe
nightspot,késiŋ
become,ésele
spay,éshʉ́
prevail,lekÿò
small-scale,gígyé
man,katúʼ
crush,ésẅɛ́
prize,gùʼte
bluster,éfÿág
kitty,lekʉŋ
“Guʼú”,Guʼ ú
period of play,ḿbele
tie beam,kwɛ̀ɛ
stubble,kwɔ̀ʼ
neglect,éshwo
venture,lepwó
smother,ésẅɛ́
sp. aerial yam,letúʼ
genius,legye
hollow,lepÿé
impoverishment,fÿɔ̀g
flip,lefàŋ
ornamentation,legyé
wheelbarrow,kélêg
counterfeit,lɔ̀ɔn
wreak,ḿbele
freestanding,éfege
enjoin,lekid
stretchability,éseŋe
defecate,éshʉ́
netminder,lekÿò
k. stone,mákʉ̀
Abelmoschus esculentus,gegàŋ
emergency exit,kẅíŋe
tooth,lesoŋ
hybridise,ḿbéŋe
knee,ésẅɛ́
represent,ḿbele
beat out,kàpàg
scratch,lesẅì
fold over,éfʉ́e
give in,kyɛ́d
deed,legÿò
bind,kwɛ̀ɛ
wiseness,legye
public executioner,fèffò
vertical,ésɔgɔ
human action,legÿò
Resurrection of Christ,lezím
cyprian,kwàlà
clear,éshʉ́
Split,éshʉa
tell,lekid
boasting,éshÿó
arrest,ésíle
parturition,lezyé
identify,lezíŋ
neglect,éfɔ́d
trounce,kàpàg
running,lekÿò
bellows,lesɔg
working,lekÿò
steer,letÿǒ
low temperature,fáʼtè
remnant,letwó
spellbind,ésẅɛ́
stumble,ésyag
act,ḿbele
golf-club,késiŋ
pebble,kwáʼa
build,éshʉ́
sop up,ésẅíe
traveling bag,ésẅɛ́
legal philosophy,lepʉ̌
bit,ésele
care,cÿɔ̀ʼ
endeavour,éfʉʼʉ
carbohydrate,lʉ̀me
Little Joe,lekùa
Wisdom,legye
aver,lekid
matchless,mákyè
quartet,lekùa
scold verbally,ḿbébe
cooking pot,lekʉŋ
nerve,legɔʼ
variety,gwàte
stint,éseŋe
decoration,legyé
tender,ésóon
ice-cream soda,mánáŋ
head for the hills,lekÿò
sp. weed,mbaʼá
coughing,kẅàga
association,kwɛ̀ɛ
gloriole,lefáŋ
cause,éshʉ́
umbilical cord,letoŋ
roar,lesɔg
persist,lekÿò
enumerate,masáŋ
haircloth,lenoŋ
thwart,éféŋe
cracking,maŋáʼ
transversal,ḿbéŋe
art gallery,kábte
livid,fɔ́gɔ
do,éshʉ́
shimmer,ḿbele
scale leaf,kègte
come up,lekùa
not bad,maŋáʼ
lapin,làpêŋ
frigidness,fáʼtè
human activity,legÿò
crossbreed,éféŋe
intelligence information,legye
strike off,lyéen
relentless,léláa
cockroach,mbèpà
lose interest in,éfÿée
heap,lekʉŋ
invent,lɔ̀ɔn
chevvy,gwáʼa
lake,letʉŋ
nock,lyéen
end,letwó
put away,ésɔɔn
full stop,letÿǒ
buttock,leság
move around,ésele
swash,éfÿág
log splitting wedge,fɔ̌ɔn
glorification,lefáŋ
matron,máfàʼ
keep,ésẅɛʼ
resplendency,lefáŋ
snowy,fɔ́gɔ
flesh out,éfÿɛ́
work,éshʉ́
inhuman,fáʼtè
scar,lyéen
sneak,ésíle
amusement,legyé
light-colored,kyɛ̀ʼ
scotch,éféŋe
grinning,legẅè
black eye,éfÿág
 Eh , Ɛ̌ɛn
spiel,ḿbele
whitened,fɔ́gɔ
suckle,ésẅíe
gage,lepwó
plate,kèpàg
mentality,legye
be funny,ḿbéen
Captain James Cook,kwɔ́g
bawd,kwàlà
Wisdom of Solomon,legye
plosive consonant,letyě
spurt,lɔ̀ɔn
throw,éshʉ́
split up,éfege
commode,mapúɔ
drill small holes,éshʉʼ
target,lyéen
luminousness,kyɛ̀ʼ
bespeak,letÿǒ
observe,ésẅɛʼ
go,lekÿò
ill-treat,éfáte
green,gʉ̀me
lead off,ésíʼi
make pure,ésẅág
pudden-head,éfege
barricade,letyě
demise,legwé
anthill,foffó
hole out,lepÿé
certain,etsɔ́
stoop,kyɛ́d
fulfill,cúʼtè
dugout canoe,kanúʼ
draw,lekÿò
basketful,kèkàg
layover,letyě
extend,lekÿò
inconsiderateness,lepùe
satisfy,cúʼtè
fire,éséʼe
key out,lezíŋ
conjuration,lekàŋ
list,lezíŋ
gasconade,éshÿó
raft,lekʉŋ
conk out,éshwo
saw,éshʉ́
scrape up,lekùa
die,éshwo
pretend,legÿò
offstage,lyagá
sweep,máleŋ
conjuring trick,lekàŋ
break off,letyě
represent,legÿò
designate,éfʉ́e
metre,lekwò
shaggy-haired,fúʼtè
lease,jÿɔ́ʼ
skunk,lekʉŋ
wangle,kwɔ́g
bungle,éfÿág
sedate,lesẅì
sway,máleŋ
be huge,éseŋe
adhesive friction,ésẅɛ́
come after,éfele
ornament,legyé
size of it,legúʼ
wanton,kyɛ̀ʼ
fall,kyɛ̀ʼ
lapse in concentration,lʉ́me
be weak,éfege
friend,gíyɛʼ
consort,lekÿò
commixture,gwàte
date,éshʉ́
wasp,kùkwò
swing out,máleŋ
venerate,cÿɔ̀ʼ
lightsome,kyɛ̀ʼ
jest,ḿbele
rag,éshʉa
sp. sparrow-hawk,mágúm
crosstie,kwɛ̀ɛ
annexe,lepab
gas,éfÿág
cut through,ḿbéŋe
conk out,éfɔ́d
sealed,etsɔ̌
get,éshʉ́
scabies,cÿɔ̀b
crown of thorns,ḿbéŋe
die,éfɔ́d
cover,lelíb
lather,ésyag
check off,lyéen
trip-up,éfeŋe
ironical,ḿbeen
give way,éshwo
quarrel,lekùa
distributor point,letÿǒ
garner,ḿbéle
surgical operation,legwà
interest,lepwó
dispute,fègte
mould,ésóon
sentence,lekwò
shoulder joint,legʉ́
try,lèŋte
link,kwɛ̀ɛ
defer,kyɛ́d
ascertain,éshʉ́
weed,lekʉŋ
watch,éshʉ́
illuminate,kyɛ̀ʼ
issue,masáŋ
blow your nose,éfÿág
unitary,mákyè
storehouse,cʉ̀me
eggshell,kàpàg
impale,lepwó
refuse,kʉ̀ŋe
exfoliation,kègte
crook,ésele
fellate,éfÿág
receive,lekẅé
betoken,éfʉ́e
ball club,késiŋ
bit,kʉ̀ŋe
hunt,lekÿò
bilk,éféŋe
chafe,ḿbége
can,lekʉŋ
clamber,ésẅiŋ
light,kyɛ̀ʼ
playact,legÿò
whore,kwàlà
common cold,fáʼtè
wet-nurse,ésẅíe
period,letÿǒ
concubine,mágàb
give way,éfɔ́d
sawbuck,lÿóon
stress,éfʉʼʉ
sp. termite with a large termite hill,másem
be dirty,éfomo
congratulate,maŋáʼ
frolic,ḿbele
release,ésele
plume,fómtè
immature,gʉ̀me
pawpaw,lÿɔ́b
still,éshʉŋ
four-spot,lekùa
persecute,ésẅɛ́
arcminute,gígyé
mention,lezíŋ
shoemaker’s needle,lesɔb
learning ability,legye
thwartwise,ḿbéŋe
catch,letyě
White,fɔ́gɔ
appoint,lezíŋ
bamboo,lekẅè
child's play,ḿbele
peck,lelèŋ
imitation,lèŋte
purify,ésẅág
post,lepwó
toilet,lekʉŋ
chairman,mandá
take a shit,éshʉ́
mint,lelèŋ
foil,ḿbéŋe
splendid,lepòŋ
police,lepʉ̌
taking into custody,ésíle
grasp,ésẅɛ́
Friend,gíyɛʼ
economize,ésíle
harry,éséʼe
remove,ésyag
make for,ḿbele
visualize,éshʉ́
plantain with thick fingers,mántǒ
astounding,lÿɔgɔ
bollix,éfÿág
fatten up,éfÿɛ́
disturber,mbège
hybridizing,ḿbéŋe
tweet,ésíle
fetish,cÿɔ̀b
bother,ḿbége
grouchy,éféŋe
insure,éshʉ́
buck,lÿóon
divide,éshʉa
small,gígyé
plosive,letyě
stick,gÿàŋa
get to,ḿbége
come across,éshʉ́
mind,legye
touch,ésíle
level,letÿǒ
stop,éfʉ́e
whiten,éfɔ́g
acacia,manúa
explore,lefàʼ
prise,gùʼte
queer,éféŋe
give,ḿbéen
functional,lekÿò
severalize,éfege
T. H. White,fɔ́gɔ
bit,legÿò
find out,éshʉ́
call forth,éséʼe
frigid,fáʼtè
lodge,gÿàŋa
solar day,lyɛ̌ʼ
amount,masáŋ
quadruplet,lekùa
stimulate,éshʉ́
wakeful,kyɛ̀ʼ
stem,leŋaŋ
rip up,éshʉa
pocket-size,gígyé
dispute,lekùɔ
Captain Cook,kwɔ́g
disjoined,éfege
fete,ésẅɛʼ
split,éshʉa
range,lekÿò
handmaiden,cÿɔ́ʼ
dot,éfʉ́e
put up,májÿò
cowry shell,lepúm
talk,éfwɔʼ
constabulary,lepʉ̌
nettle,ḿbége
work,lekÿò
unclouded,kyɛ̀ʼ
miscarry,éfɔ́d
swimming,mápye
rinse,ésẅag
scrape,ésẅiŋ
pull in,éshʉ́
decimal point,letÿǒ
habit finished,lɔ̌ɔn
disentangle,ésyɛb
lurch,lÿɔgɔ
fatten out,éfÿɛ́
fuss,ḿbége
slip up,éfeŋe
fool,lyéen
ill-tempered,ḿbéŋe
admixture,gwàte
repress,ésẅɛ́
tinge,ésíle
combing,ésyɛb
response,ḿbeŋe
guide,letÿǒ
papaya tree,lÿɔ́b
insolvent,kùkwò
engender,mameŋ
super acid,gʉ̀me
inflation,lepóm
luminance,kyɛ̀ʼ
